"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd"
"beta9",0,0.203355453835,0.226640411201263,-0.248799125,0.64984065,0.203355453835,0.203355453835,TRUE,"Proposed",0.5
"beta10",0,-0.057272837691,0.228307719697314,-0.499327575,0.3737465,-0.057272837691,0.057272837691,TRUE,"Proposed",0.5
"beta11",0,-0.204513278552,0.223291150562504,-0.646850525,0.2427055,-0.204513278552,0.204513278552,TRUE,"Proposed",0.5
"beta12",0,-0.160381931823,0.210469024764051,-0.567498125,0.2362325,-0.160381931823,0.160381931823,TRUE,"Proposed",0.5
"beta13",0,-0.044770448367,0.247958608524873,-0.53942895,0.41752305,-0.044770448367,0.044770448367,TRUE,"Proposed",0.5
"beta14",0,0.031905707736,0.217539726517464,-0.387671,0.449960175,0.031905707736,0.031905707736,TRUE,"Proposed",0.5
"beta15",0,0.158884792198,0.22655689478105,-0.277778525,0.605516625,0.158884792198,0.158884792198,TRUE,"Proposed",0.5
"beta16",0,0.0335247404376,0.229147495445415,-0.42839455,0.45781365,0.0335247404376,0.0335247404376,TRUE,"Proposed",0.5
"beta17",0,0.356365067085,0.220704268325837,-0.062722685,0.7814506,0.356365067085,0.356365067085,TRUE,"Proposed",0.5
"beta18",0,0.401539903708,0.223667363394129,-0.041555735,0.8452663,0.401539903708,0.401539903708,TRUE,"Proposed",0.5
"beta19",0,0.104045070314,0.206938684632954,-0.29247345,0.50495945,0.104045070314,0.104045070314,TRUE,"Proposed",0.5
"beta20",0,-0.085597123748,0.24007242934007,-0.555626575,0.379462925,-0.085597123748,0.085597123748,TRUE,"Proposed",0.5
"eta",0.4,0.478355764,0.211561933102457,0.188698775,1.00651225,0.078355764,0.078355764,TRUE,"Proposed",0.5
"beta1",1,0.938564813,0.221937629508833,0.47368915,1.37712275,-0.061435187,0.061435187,TRUE,"Naive",0.5
"beta2",2,2.11085182,0.223845216959942,1.6610915,2.55944475,0.11085182,0.11085182,TRUE,"Naive",0.5
"beta3",3,2.88884302,0.230407264328482,2.44332025,3.3219045,-0.11115698,0.11115698,TRUE,"Naive",0.5
"beta4",-4,-3.9987267,0.27551775233978,-4.54777225,-3.46993275,0.00127329999999981,0.00127329999999981,TRUE,"Naive",0.5
"beta5",-5,-4.93768419,0.291147689798183,-5.48505325,-4.356305,0.0623158100000003,0.0623158100000003,TRUE,"Naive",0.5
"beta6",0,-0.014511497266,0.205984237967711,-0.42594125,0.391113675,-0.014511497266,0.014511497266,TRUE,"Naive",0.5
"beta7",0,-0.1599886635646,0.246429225636838,-0.6494609,0.309559625,-0.1599886635646,0.1599886635646,TRUE,"Naive",0.5
"beta8",0,-0.02222050236106,0.208128852341343,-0.429231875,0.391880375,-0.02222050236106,0.02222050236106,TRUE,"Naive",0.5
"beta9",0,0.146641011613,0.206404951880826,-0.25442345,0.540234075,0.146641011613,0.146641011613,TRUE,"Naive",0.5
"beta10",0,-0.077617883367,0.229563436350639,-0.51849025,0.375910025,-0.077617883367,0.077617883367,TRUE,"Naive",0.5
"beta11",0,-0.1119354131617,0.219169690652491,-0.50729255,0.322897775,-0.1119354131617,0.1119354131617,TRUE,"Naive",0.5
"beta12",0,-0.1678386960134,0.220555464178269,-0.610328525,0.26513455,-0.1678386960134,0.1678386960134,TRUE,"Naive",0.5
"beta13",0,0.0094832043709,0.209568467345572,-0.413725625,0.402425275,0.0094832043709,0.0094832043709,TRUE,"Naive",0.5
"beta14",0,0.123104442652,0.230969181146044,-0.3265051,0.575380375,0.123104442652,0.123104442652,TRUE,"Naive",0.5
"beta15",0,0.138346325191,0.202530844026553,-0.2701574,0.53491435,0.138346325191,0.138346325191,TRUE,"Naive",0.5
"beta16",0,0.058293962371,0.219622833802548,-0.386943825,0.493665275,0.058293962371,0.058293962371,TRUE,"Naive",0.5
"beta17",0,0.4069042736302,0.215623058589945,-0.012827185,0.82438835,0.4069042736302,0.4069042736302,TRUE,"Naive",0.5
"beta18",0,0.401519837556,0.225065385155242,-0.0392134125,0.850502175,0.401519837556,0.401519837556,TRUE,"Naive",0.5
"beta19",0,0.1125604718003,0.219679416129995,-0.320328225,0.54972745,0.1125604718003,0.1125604718003,TRUE,"Naive",0.5
"beta20",0,-0.101592163414,0.237708196124269,-0.552846375,0.356543575,-0.101592163414,0.101592163414,TRUE,"Naive",0.5
"beta1",1,1.114147323,0.252280400669887,0.635460025,1.642701,0.114147323,0.114147323,TRUE,"Proposed",0.5
"beta2",2,2.1476564,0.238077302948473,1.70474625,2.59834425,0.1476564,0.1476564,TRUE,"Proposed",0.5
"beta3",3,3.44452655,0.256377840215474,2.9789395,3.96307375,0.44452655,0.44452655,TRUE,"Proposed",0.5
"beta4",-4,-4.04393843,0.249774226865466,-4.532137,-3.562419,-0.0439384299999999,0.0439384299999999,TRUE,"Proposed",0.5
"beta5",-5,-5.70839867,0.300912737086804,-6.294386,-5.11935875,-0.70839867,0.70839867,FALSE,"Proposed",0.5
"beta6",0,-0.4612522699,0.245408914757988,-0.954693675,0.0119863199999997,-0.4612522699,0.4612522699,TRUE,"Proposed",0.5
"beta7",0,0.02842615087809,0.240262324797212,-0.42225405,0.503361825,0.02842615087809,0.02842615087809,TRUE,"Proposed",0.5
"beta8",0,0.209800018561,0.254956086545884,-0.2637991,0.71375365,0.209800018561,0.209800018561,TRUE,"Proposed",0.5
"beta9",0,-0.3407909448,0.23669583340343,-0.81300565,0.1255036,-0.3407909448,0.3407909448,TRUE,"Proposed",0.5
"beta10",0,0.2098999329789,0.224903874741073,-0.2255643,0.634493475,0.2098999329789,0.2098999329789,TRUE,"Proposed",0.5
"beta11",0,0.16588047136,0.238298708032283,-0.3061863,0.643157125,0.16588047136,0.16588047136,TRUE,"Proposed",0.5
"beta12",0,0.407176077265,0.216013311369005,-0.010664745,0.8142379,0.407176077265,0.407176077265,TRUE,"Proposed",0.5
"beta13",0,-0.099868523379,0.26190428078378,-0.622347575,0.3884249,-0.099868523379,0.099868523379,TRUE,"Proposed",0.5
"beta14",0,-0.5012934363,0.221897052140036,-0.929274475,-0.0748650550000004,-0.5012934363,0.5012934363,FALSE,"Proposed",0.5
"beta15",0,0.1149405402695,0.229395736374952,-0.327194625,0.56716915,0.1149405402695,0.1149405402695,TRUE,"Proposed",0.5
"beta16",0,0.073961047875,0.237834985744905,-0.4054704,0.5143353,0.073961047875,0.073961047875,TRUE,"Proposed",0.5
"beta17",0,-0.233950115788,0.245233590024153,-0.699615975,0.23837945,-0.233950115788,0.233950115788,TRUE,"Proposed",0.5
"beta18",0,-0.138811901317,0.237807387804724,-0.6099197,0.33296665,-0.138811901317,0.138811901317,TRUE,"Proposed",0.5
"beta19",0,0.1398016253786,0.232181280961548,-0.30508435,0.58962005,0.1398016253786,0.1398016253786,TRUE,"Proposed",0.5
"beta20",0,-0.034217477241,0.244558487772716,-0.513030325,0.4395324,-0.034217477241,0.034217477241,TRUE,"Proposed",0.5
"eta",0.4,0.754514969,0.221020575811874,0.40918725,1.27215525,0.354514969,0.354514969,FALSE,"Proposed",0.5
"beta1",1,1.098301733,0.236680266435569,0.6025459,1.56598675,0.098301733,0.098301733,TRUE,"Naive",0.5
"beta2",2,2.07612268,0.23392954480559,1.60610075,2.54492525,0.0761226800000001,0.0761226800000001,TRUE,"Naive",0.5
"beta3",3,3.3830868,0.228782740187646,2.9407005,3.81309425,0.3830868,0.3830868,TRUE,"Naive",0.5
"beta4",-4,-3.84813857,0.275571003445564,-4.3972825,-3.31924275,0.15186143,0.15186143,TRUE,"Naive",0.5
"beta5",-5,-5.54952529,0.326979933526271,-6.16426225,-4.896595,-0.54952529,0.54952529,TRUE,"Naive",0.5
"beta6",0,-0.35909564385,0.229462417002736,-0.8174209,0.0927630174999999,-0.35909564385,0.35909564385,TRUE,"Naive",0.5
"beta7",0,0.027476605302,0.225629792070754,-0.420682925,0.45739335,0.027476605302,0.027476605302,TRUE,"Naive",0.5
"beta8",0,0.22524971171,0.224879114715766,-0.214517725,0.672678025,0.22524971171,0.22524971171,TRUE,"Naive",0.5
"beta9",0,-0.42824957633,0.218455143182377,-0.852728225,-0.0116778085000001,-0.42824957633,0.42824957633,FALSE,"Naive",0.5
"beta10",0,0.1735996823143,0.227628334730424,-0.263556325,0.62330455,0.1735996823143,0.1735996823143,TRUE,"Naive",0.5
"beta11",0,0.141596721724,0.247371749152135,-0.304633775,0.63238235,0.141596721724,0.141596721724,TRUE,"Naive",0.5
"beta12",0,0.4201490392,0.231549756436211,-0.044397705,0.874704975,0.4201490392,0.4201490392,TRUE,"Naive",0.5
"beta13",0,-0.091276768866,0.225572286342754,-0.546803575,0.33167225,-0.091276768866,0.091276768866,TRUE,"Naive",0.5
"beta14",0,-0.383511398576,0.22947585579971,-0.830213875,0.0658406824999999,-0.383511398576,0.383511398576,TRUE,"Naive",0.5
"beta15",0,0.15040904480647,0.209008001514374,-0.271159075,0.55965995,0.15040904480647,0.15040904480647,TRUE,"Naive",0.5
"beta16",0,0.07543224313,0.23022172321911,-0.3912924,0.53181395,0.07543224313,0.07543224313,TRUE,"Naive",0.5
"beta17",0,-0.128985303684,0.246772552951635,-0.609352125,0.34880995,-0.128985303684,0.128985303684,TRUE,"Naive",0.5
"beta18",0,-0.198096545699,0.240456602952681,-0.668969525,0.281590425,-0.198096545699,0.198096545699,TRUE,"Naive",0.5
"beta19",0,0.101684443953,0.240456867097728,-0.372146675,0.580199675,0.101684443953,0.101684443953,TRUE,"Naive",0.5
"beta20",0,-0.008104511939,0.218322184278288,-0.422556775,0.41266785,-0.008104511939,0.008104511939,TRUE,"Naive",0.5
"beta1",1,1.054333376,0.234004676471358,0.610324075,1.54459675,0.054333376,0.054333376,TRUE,"Proposed",0.5
"beta2",2,2.23444285,0.233630368791815,1.79979675,2.67671325,0.23444285,0.23444285,TRUE,"Proposed",0.5
"beta3",3,3.03363729,0.245840641770033,2.58718525,3.530872,0.0336372900000002,0.0336372900000002,TRUE,"Proposed",0.5
"beta4",-4,-4.01716622,0.226299547391198,-4.45948275,-3.5809015,-0.01716622,0.01716622,TRUE,"Proposed",0.5
"beta5",-5,-4.85337658,0.268635581044855,-5.37650725,-4.32751075,0.14662342,0.14662342,TRUE,"Proposed",0.5
"beta6",0,-0.53539961131,0.224992911535211,-0.98779005,-0.1015308025,-0.53539961131,0.53539961131,FALSE,"Proposed",0.5
"beta7",0,-0.00892983688,0.241926419881891,-0.462732325,0.4692947,-0.00892983688,0.00892983688,TRUE,"Proposed",0.5
"beta8",0,-0.128104410061,0.24310726990588,-0.57969295,0.352428175,-0.128104410061,0.128104410061,TRUE,"Proposed",0.5
"beta9",0,0.291287195064,0.236065949433263,-0.17967155,0.75634055,0.291287195064,0.291287195064,TRUE,"Proposed",0.5
"beta10",0,-0.191598337605,0.213118601753332,-0.604243425,0.210746,-0.191598337605,0.191598337605,TRUE,"Proposed",0.5
"beta11",0,0.425974748239,0.226966472261989,-0.023643405,0.88055465,0.425974748239,0.425974748239,TRUE,"Proposed",0.5
"beta12",0,0.09704994129,0.201838239097399,-0.29337205,0.47740035,0.09704994129,0.09704994129,TRUE,"Proposed",0.5
"beta13",0,-0.098811733811,0.267817484738238,-0.6330872,0.40050695,-0.098811733811,0.098811733811,TRUE,"Proposed",0.5
"beta14",0,-0.070573065897,0.214879967159709,-0.4850201,0.34237055,-0.070573065897,0.070573065897,TRUE,"Proposed",0.5
"beta15",0,-0.0729619005266,0.224102459056979,-0.50489445,0.368831275,-0.0729619005266,0.0729619005266,TRUE,"Proposed",0.5
"beta16",0,0.1178550067449,0.214712487497263,-0.314966125,0.515415625,0.1178550067449,0.1178550067449,TRUE,"Proposed",0.5
"beta17",0,0.262336595457,0.218426755204267,-0.15242645,0.683035425,0.262336595457,0.262336595457,TRUE,"Proposed",0.5
"beta18",0,0.1052301981385,0.216346188958684,-0.3233621,0.53443305,0.1052301981385,0.1052301981385,TRUE,"Proposed",0.5
"beta19",0,0.025746821299,0.210096437680988,-0.3768223,0.4327789,0.025746821299,0.025746821299,TRUE,"Proposed",0.5
"beta20",0,0.0610363963358,0.242561540204393,-0.413866125,0.530917875,0.0610363963358,0.0610363963358,TRUE,"Proposed",0.5
"eta",0.4,0.3082809156,0.215855384407836,0.070824435,0.885662075,-0.0917190844,0.0917190844,TRUE,"Proposed",0.5
"beta1",1,1.079067707,0.219326912476102,0.619660725,1.51246325,0.0790677070000001,0.0790677070000001,TRUE,"Naive",0.5
"beta2",2,2.23871271,0.231298204801292,1.7739835,2.702245,0.23871271,0.23871271,TRUE,"Naive",0.5
"beta3",3,3.03585136,0.222863724514455,2.60491125,3.454743,0.0358513600000001,0.0358513600000001,TRUE,"Naive",0.5
"beta4",-4,-3.96221049,0.253506278767676,-4.46738825,-3.47566475,0.0377895100000001,0.0377895100000001,TRUE,"Naive",0.5
"beta5",-5,-4.75808329,0.291933550528198,-5.3069335,-4.1751345,0.24191671,0.24191671,TRUE,"Naive",0.5
"beta6",0,-0.50299367203,0.211169282991592,-0.924780825,-0.0871577725000001,-0.50299367203,0.50299367203,FALSE,"Naive",0.5
"beta7",0,0.037262749252,0.249679940620563,-0.4586665,0.513005275,0.037262749252,0.037262749252,TRUE,"Naive",0.5
"beta8",0,-0.140488280117,0.219052494849984,-0.568861625,0.2953469,-0.140488280117,0.140488280117,TRUE,"Naive",0.5
"beta9",0,0.224628353621,0.215268167415885,-0.1936581,0.635122825,0.224628353621,0.224628353621,TRUE,"Naive",0.5
"beta10",0,-0.241490360671,0.214123067861689,-0.652709825,0.18153325,-0.241490360671,0.241490360671,TRUE,"Naive",0.5
"beta11",0,0.51467076244,0.224895127587657,0.10898555,0.960862775,0.51467076244,0.51467076244,FALSE,"Naive",0.5
"beta12",0,0.104673123749,0.216782350210948,-0.330246375,0.5302394,0.104673123749,0.104673123749,TRUE,"Naive",0.5
"beta13",0,-0.074484179231,0.226123929512813,-0.531125675,0.349499475,-0.074484179231,0.074484179231,TRUE,"Naive",0.5
"beta14",0,-0.0217827132177,0.221325248922335,-0.452618575,0.41160905,-0.0217827132177,0.0217827132177,TRUE,"Naive",0.5
"beta15",0,-0.12564839293,0.205530384970389,-0.5402021,0.27679265,-0.12564839293,0.12564839293,TRUE,"Naive",0.5
"beta16",0,0.093649694312,0.210798955765582,-0.33369985,0.5115289,0.093649694312,0.093649694312,TRUE,"Naive",0.5
"beta17",0,0.307913883683,0.215421028117119,-0.11142425,0.725007325,0.307913883683,0.307913883683,TRUE,"Naive",0.5
"beta18",0,0.053665972599,0.222030386417638,-0.38112395,0.49659475,0.053665972599,0.053665972599,TRUE,"Naive",0.5
"beta19",0,0.032454218998,0.219815400040653,-0.40070225,0.46989255,0.032454218998,0.032454218998,TRUE,"Naive",0.5
"beta20",0,0.064945666359,0.218065944636944,-0.34902065,0.4852246,0.064945666359,0.064945666359,TRUE,"Naive",0.5
"beta1",1,1.180170262,0.248525246684877,0.70860825,1.70085025,0.180170262,0.180170262,TRUE,"Proposed",0.5
"beta2",2,2.39536249,0.250418216995695,1.92948575,2.869417,0.39536249,0.39536249,TRUE,"Proposed",0.5
"beta3",3,3.78828818,0.276178871382816,3.28673875,4.34687725,0.78828818,0.78828818,FALSE,"Proposed",0.5
"beta4",-4,-4.73251929,0.253240319389627,-5.227488,-4.24431575,-0.73251929,0.73251929,FALSE,"Proposed",0.5
"beta5",-5,-5.91420999,0.296488248657332,-6.4915735,-5.33383025,-0.91420999,0.91420999,FALSE,"Proposed",0.5
"beta6",0,0.407200488313,0.237037728318859,-0.0694087225,0.864296725,0.407200488313,0.407200488313,TRUE,"Proposed",0.5
"beta7",0,-0.316560138023,0.258733678274051,-0.8018892,0.1948885,-0.316560138023,0.316560138023,TRUE,"Proposed",0.5
"beta8",0,-0.45517362469,0.268023367812687,-0.95304625,0.0746089299999998,-0.45517362469,0.45517362469,TRUE,"Proposed",0.5
"beta9",0,0.48822541173,0.238655756579006,0.0121002625,0.9583808,0.48822541173,0.48822541173,FALSE,"Proposed",0.5
"beta10",0,-0.108085506147,0.222455401899746,-0.538808675,0.31188575,-0.108085506147,0.108085506147,TRUE,"Proposed",0.5
"beta11",0,0.0768321073743,0.222957643202165,-0.3648443,0.523383475,0.0768321073743,0.0768321073743,TRUE,"Proposed",0.5
"beta12",0,-0.146708838166,0.222627500347932,-0.5773432,0.272817525,-0.146708838166,0.146708838166,TRUE,"Proposed",0.5
"beta13",0,-0.373712642257,0.276707273835206,-0.925721725,0.142180025,-0.373712642257,0.373712642257,TRUE,"Proposed",0.5
"beta14",0,0.37701719756,0.234452127244036,-0.075179185,0.82757355,0.37701719756,0.37701719756,TRUE,"Proposed",0.5
"beta15",0,0.3178740582,0.234798556619137,-0.134674825,0.78075405,0.3178740582,0.3178740582,TRUE,"Proposed",0.5
"beta16",0,-0.017735815895,0.234788670327923,-0.4910271,0.416998075,-0.017735815895,0.017735815895,TRUE,"Proposed",0.5
"beta17",0,0.059263623426,0.23655336309637,-0.389919275,0.5148748,0.059263623426,0.059263623426,TRUE,"Proposed",0.5
"beta18",0,0.214407106114,0.224964879415572,-0.23125855,0.6607085,0.214407106114,0.214407106114,TRUE,"Proposed",0.5
"beta19",0,0.213760320215,0.225090402229918,-0.2175394,0.649842,0.213760320215,0.213760320215,TRUE,"Proposed",0.5
"beta20",0,0.08423134652,0.260416676266293,-0.42563,0.588701675,0.08423134652,0.08423134652,TRUE,"Proposed",0.5
"eta",0.4,0.46831473,0.234836752630834,0.16218525,1.06589775,0.06831473,0.06831473,TRUE,"Proposed",0.5
"beta1",1,1.248986652,0.239742242353979,0.746816225,1.72271825,0.248986652,0.248986652,TRUE,"Naive",0.5
"beta2",2,2.34572917,0.248706470526387,1.846015,2.84414625,0.34572917,0.34572917,TRUE,"Naive",0.5
"beta3",3,3.73112056,0.249183640870672,3.249288,4.199478,0.73112056,0.73112056,FALSE,"Naive",0.5
"beta4",-4,-4.62402796,0.28258960435821,-5.18716375,-4.081662,-0.62402796,0.62402796,FALSE,"Naive",0.5
"beta5",-5,-5.75456307,0.323095470968622,-6.36200125,-5.10938825,-0.75456307,0.75456307,FALSE,"Naive",0.5
"beta6",0,0.44702639338,0.218002808509166,0.0115904975,0.87631875,0.44702639338,0.44702639338,FALSE,"Naive",0.5
"beta7",0,-0.29322130266,0.260953271067742,-0.81154265,0.2040016,-0.29322130266,0.29322130266,TRUE,"Naive",0.5
"beta8",0,-0.511089480501,0.238475470439175,-0.9774459,-0.0366097350000002,-0.511089480501,0.511089480501,FALSE,"Naive",0.5
"beta9",0,0.43843464718,0.22296812151826,0.00518656675000001,0.863611825,0.43843464718,0.43843464718,FALSE,"Naive",0.5
"beta10",0,-0.166816747668,0.226925989702417,-0.602623975,0.281500375,-0.166816747668,0.166816747668,TRUE,"Naive",0.5
"beta11",0,0.118671031165,0.220791838258995,-0.279612375,0.5567222,0.118671031165,0.118671031165,TRUE,"Naive",0.5
"beta12",0,-0.141858524024,0.238120630651965,-0.619588275,0.325597225,-0.141858524024,0.141858524024,TRUE,"Naive",0.5
"beta13",0,-0.3348040966163,0.231445524951854,-0.80219165,0.0991574824999999,-0.3348040966163,0.3348040966163,TRUE,"Naive",0.5
"beta14",0,0.45132219562,0.250308704760597,-0.03593353,0.94146805,0.45132219562,0.45132219562,TRUE,"Naive",0.5
"beta15",0,0.278813024359,0.211289909714865,-0.1473574,0.692532175,0.278813024359,0.278813024359,TRUE,"Naive",0.5
"beta16",0,-0.059882176974,0.229104230816122,-0.524342,0.394283775,-0.059882176974,0.059882176974,TRUE,"Naive",0.5
"beta17",0,0.104673795027,0.233088730651819,-0.349056125,0.555974675,0.104673795027,0.104673795027,TRUE,"Naive",0.5
"beta18",0,0.182569547101,0.233711923619244,-0.27509595,0.64880105,0.182569547101,0.182569547101,TRUE,"Naive",0.5
"beta19",0,0.2162694284526,0.236450439529219,-0.2496674,0.68681195,0.2162694284526,0.2162694284526,TRUE,"Naive",0.5
"beta20",0,0.111648769245,0.231649681450926,-0.3281037,0.558108025,0.111648769245,0.111648769245,TRUE,"Naive",0.5
"beta1",1,1.258969733,0.237194988337275,0.80890695,1.7559175,0.258969733,0.258969733,TRUE,"Proposed",0.5
"beta2",2,1.70963374,0.226562536761213,1.288137,2.13852175,-0.29036626,0.29036626,TRUE,"Proposed",0.5
"beta3",3,3.06712818,0.261133885765104,2.59290675,3.5952945,0.0671281800000001,0.0671281800000001,TRUE,"Proposed",0.5
"beta4",-4,-4.47536254,0.242562981353032,-4.94946575,-4.007746,-0.47536254,0.47536254,FALSE,"Proposed",0.5
"beta5",-5,-6.00348206,0.292476165143304,-6.573041,-5.430952,-1.00348206,1.00348206,FALSE,"Proposed",0.5
"beta6",0,-0.184444545076,0.24268327088878,-0.672405575,0.283538,-0.184444545076,0.184444545076,TRUE,"Proposed",0.5
"beta7",0,-0.39019283326,0.243555803731727,-0.8470516,0.0912529524999999,-0.39019283326,0.39019283326,TRUE,"Proposed",0.5
"beta8",0,0.368561935558,0.245250219523059,-0.0870076775,0.853330425,0.368561935558,0.368561935558,TRUE,"Proposed",0.5
"beta9",0,0.178619410297,0.216363167261934,-0.253031575,0.60485865,0.178619410297,0.178619410297,TRUE,"Proposed",0.5
"beta10",0,-0.426981344872,0.222707063084074,-0.85819185,-0.00653494575000006,-0.426981344872,0.426981344872,FALSE,"Proposed",0.5
"beta11",0,0.061655833485,0.239756155156247,-0.41329825,0.541852175,0.061655833485,0.061655833485,TRUE,"Proposed",0.5
"beta12",0,0.08099327493602,0.204252268484524,-0.314098075,0.465891975,0.08099327493602,0.08099327493602,TRUE,"Proposed",0.5
"beta13",0,-0.226836603446,0.261917083471629,-0.749340575,0.2614809,-0.226836603446,0.226836603446,TRUE,"Proposed",0.5
"beta14",0,0.23493364839,0.210989821480141,-0.172009825,0.6404008,0.23493364839,0.23493364839,TRUE,"Proposed",0.5
"beta15",0,-0.127621336431,0.235522379319894,-0.581564875,0.33668545,-0.127621336431,0.127621336431,TRUE,"Proposed",0.5
"beta16",0,0.280155095545,0.230842317229976,-0.185180725,0.707581775,0.280155095545,0.280155095545,TRUE,"Proposed",0.5
"beta17",0,-0.416773708524,0.235359484481999,-0.863689625,0.03653841,-0.416773708524,0.416773708524,TRUE,"Proposed",0.5
"beta18",0,-0.321971563325,0.229046869580213,-0.775724225,0.1324272,-0.321971563325,0.321971563325,TRUE,"Proposed",0.5
"beta19",0,-0.23573843798,0.224088514565395,-0.665118125,0.198401875,-0.23573843798,0.23573843798,TRUE,"Proposed",0.5
"beta20",0,-0.0116467045081,0.237364398337194,-0.47637395,0.448167825,-0.0116467045081,0.0116467045081,TRUE,"Proposed",0.5
"eta",0.4,0.555373591,0.211277934649995,0.250013825,1.07040325,0.155373591,0.155373591,TRUE,"Proposed",0.5
"beta1",1,1.28671983,0.227812463157816,0.809537875,1.73688425,0.28671983,0.28671983,TRUE,"Naive",0.5
"beta2",2,1.636290407,0.219830171925394,1.19459575,2.07684425,-0.363709593,0.363709593,TRUE,"Naive",0.5
"beta3",3,3.02636813,0.228635438701513,2.5842705,3.456104,0.0263681299999998,0.0263681299999998,TRUE,"Naive",0.5
