"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)",2.8,2,"beta16",0,-0.29130351759,0.161512169734872,-0.58199205,0.0296138349999998,-0.29130351759,0.29130351759,TRUE
"Proposed Method (ADVI)",2.8,2,"beta17",0,0.03644551774,0.17395400625244,-0.289666525,0.394520825,0.03644551774,0.03644551774,TRUE
"Proposed Method (ADVI)",2.8,2,"beta18",0,-0.038732168289,0.180293940162309,-0.377573975,0.3092719,-0.038732168289,0.038732168289,TRUE
"Proposed Method (ADVI)",2.8,2,"beta19",0,0.1007885986952,0.184548395560605,-0.262499525,0.457191325,0.1007885986952,0.1007885986952,TRUE
"Proposed Method (ADVI)",2.8,2,"beta20",0,0.014296202394,0.155175385965859,-0.27781255,0.309748725,0.014296202394,0.014296202394,TRUE
"Proposed Method (ADVI)",2.8,2,"eta",2.8,2.80360385,0.36178580070792,2.16758675,3.539135,0.00360385000000019,0.00360385000000019,TRUE
"Naive Method (ADVI)",2.8,3,"beta1",1,0.833376097,0.161695080563931,0.51344065,1.14576075,-0.166623903,0.166623903,TRUE
"Naive Method (ADVI)",2.8,3,"beta2",2,1.75962774,0.228080828932681,1.318071,2.21285025,-0.24037226,0.24037226,TRUE
"Naive Method (ADVI)",2.8,3,"beta3",3,2.85703057,0.254029135057444,2.35286975,3.34079325,-0.14296943,0.14296943,TRUE
"Naive Method (ADVI)",2.8,3,"beta4",-4,-3.45562355,0.298365356045546,-4.04403225,-2.889213,0.54437645,0.54437645,TRUE
"Naive Method (ADVI)",2.8,3,"beta5",-5,-4.2210977,0.336041627214741,-4.86776425,-3.55539975,0.7789023,0.7789023,FALSE
"Naive Method (ADVI)",2.8,3,"beta6",0,-0.050242252888,0.160690764788899,-0.372165675,0.25720115,-0.050242252888,0.050242252888,TRUE
"Naive Method (ADVI)",2.8,3,"beta7",0,0.044380409344,0.148039755867446,-0.240828825,0.3306189,0.044380409344,0.044380409344,TRUE
"Naive Method (ADVI)",2.8,3,"beta8",0,0.159402511041,0.139187471171595,-0.12998405,0.4343627,0.159402511041,0.159402511041,TRUE
"Naive Method (ADVI)",2.8,3,"beta9",0,0.1457739586348,0.155237631687971,-0.153038125,0.42612595,0.1457739586348,0.1457739586348,TRUE
"Naive Method (ADVI)",2.8,3,"beta10",0,0.064884747149,0.147595512112631,-0.245998425,0.339714925,0.064884747149,0.064884747149,TRUE
"Naive Method (ADVI)",2.8,3,"beta11",0,-0.071442680925,0.14174850910528,-0.3487132,0.194389425,-0.071442680925,0.071442680925,TRUE
"Naive Method (ADVI)",2.8,3,"beta12",0,-0.16267429608,0.15550634126964,-0.486463575,0.122086425,-0.16267429608,0.16267429608,TRUE
"Naive Method (ADVI)",2.8,3,"beta13",0,-0.039353435456,0.151763014119199,-0.3167447,0.2599024,-0.039353435456,0.039353435456,TRUE
"Naive Method (ADVI)",2.8,3,"beta14",0,-0.00681791984599999,0.143739726313619,-0.278847575,0.263788075,-0.00681791984599999,0.00681791984599999,TRUE
"Naive Method (ADVI)",2.8,3,"beta15",0,0.054315254467,0.135538545038178,-0.202654975,0.321858325,0.054315254467,0.054315254467,TRUE
"Naive Method (ADVI)",2.8,3,"beta16",0,-0.0733376509811,0.148013857047444,-0.3619941,0.208319525,-0.0733376509811,0.0733376509811,TRUE
"Naive Method (ADVI)",2.8,3,"beta17",0,-0.04399704496091,0.172431288559775,-0.38598025,0.285627,-0.04399704496091,0.04399704496091,TRUE
"Naive Method (ADVI)",2.8,3,"beta18",0,-0.15962454744,0.123718711561854,-0.388095025,0.0779429374999999,-0.15962454744,0.15962454744,TRUE
"Naive Method (ADVI)",2.8,3,"beta19",0,-0.1443845131,0.143768377581047,-0.4169349,0.12830855,-0.1443845131,0.1443845131,TRUE
"Naive Method (ADVI)",2.8,3,"beta20",0,-0.170780154402,0.152194540012201,-0.4602935,0.140842675,-0.170780154402,0.170780154402,TRUE
"Proposed Method (ADVI)",2.8,3,"beta1",1,0.986108332,0.17954011187412,0.655440325,1.363871,-0.013891668,0.013891668,TRUE
"Proposed Method (ADVI)",2.8,3,"beta2",2,2.1906228,0.24058218925587,1.71025625,2.67551475,0.1906228,0.1906228,TRUE
"Proposed Method (ADVI)",2.8,3,"beta3",3,3.60208986,0.337690577136033,2.94675225,4.29446175,0.60208986,0.60208986,TRUE
"Proposed Method (ADVI)",2.8,3,"beta4",-4,-4.29299023,0.387463377733602,-5.07384725,-3.51458925,-0.29299023,0.29299023,TRUE
"Proposed Method (ADVI)",2.8,3,"beta5",-5,-5.28249884,0.456874805760389,-6.13681025,-4.36948375,-0.28249884,0.28249884,TRUE
"Proposed Method (ADVI)",2.8,3,"beta6",0,0.055762649315,0.16371709475929,-0.2775668,0.354554625,0.055762649315,0.055762649315,TRUE
"Proposed Method (ADVI)",2.8,3,"beta7",0,0.06436787922,0.167847421026182,-0.260036125,0.389261725,0.06436787922,0.06436787922,TRUE
"Proposed Method (ADVI)",2.8,3,"beta8",0,0.140415613064,0.167548707356467,-0.1826307,0.4823767,0.140415613064,0.140415613064,TRUE
"Proposed Method (ADVI)",2.8,3,"beta9",0,0.25280828926,0.172719529419376,-0.099304805,0.59160785,0.25280828926,0.25280828926,TRUE
"Proposed Method (ADVI)",2.8,3,"beta10",0,0.0932751528196,0.147204767186808,-0.195738,0.373454875,0.0932751528196,0.0932751528196,TRUE
"Proposed Method (ADVI)",2.8,3,"beta11",0,-0.195320349188,0.170446024566102,-0.504374225,0.1271829,-0.195320349188,0.195320349188,TRUE
"Proposed Method (ADVI)",2.8,3,"beta12",0,-0.217864720628,0.177018548892085,-0.571533725,0.126506725,-0.217864720628,0.217864720628,TRUE
"Proposed Method (ADVI)",2.8,3,"beta13",0,-0.0088815593675,0.174972081915252,-0.3273052,0.339874825,-0.0088815593675,0.0088815593675,TRUE
"Proposed Method (ADVI)",2.8,3,"beta14",0,-0.028078927665,0.16214603190145,-0.34579955,0.277946225,-0.028078927665,0.028078927665,TRUE
"Proposed Method (ADVI)",2.8,3,"beta15",0,0.0308657428805,0.154991775832011,-0.268670375,0.346406675,0.0308657428805,0.0308657428805,TRUE
"Proposed Method (ADVI)",2.8,3,"beta16",0,-0.055778543154,0.143256192298364,-0.331487175,0.231481375,-0.055778543154,0.055778543154,TRUE
"Proposed Method (ADVI)",2.8,3,"beta17",0,-0.0272330473799534,0.188417760435322,-0.384594525,0.343523725,-0.0272330473799534,0.0272330473799534,TRUE
"Proposed Method (ADVI)",2.8,3,"beta18",0,-0.218775108786,0.168692316631385,-0.5567953,0.108302525,-0.218775108786,0.218775108786,TRUE
"Proposed Method (ADVI)",2.8,3,"beta19",0,-0.0976157178152,0.158664818331771,-0.4187962,0.1899187,-0.0976157178152,0.0976157178152,TRUE
"Proposed Method (ADVI)",2.8,3,"beta20",0,-0.1161016296757,0.158887930481098,-0.4250098,0.189234825,-0.1161016296757,0.1161016296757,TRUE
"Proposed Method (ADVI)",2.8,3,"eta",2.8,2.72862341,0.368509399355139,2.0849615,3.47373925,-0.0713765899999999,0.0713765899999999,TRUE
"Naive Method (ADVI)",2.8,4,"beta1",1,1.0774591323,0.46419978478898,0.162081125,1.973476,0.0774591323,0.0774591323,TRUE
"Naive Method (ADVI)",2.8,4,"beta2",2,-0.258299716732,0.707252063965269,-1.6029105,1.1101135,-2.258299716732,2.258299716732,FALSE
"Naive Method (ADVI)",2.8,4,"beta3",3,0.75776342363,0.657002799317032,-0.562029475,2.05310125,-2.24223657637,2.24223657637,FALSE
"Naive Method (ADVI)",2.8,4,"beta4",-4,-1.91880554504,0.635986329055503,-3.153587,-0.713929225,2.08119445496,2.08119445496,FALSE
"Naive Method (ADVI)",2.8,4,"beta5",-5,-2.0888641949,0.735294075509266,-3.55868425,-0.62464215,2.9111358051,2.9111358051,FALSE
"Naive Method (ADVI)",2.8,4,"beta6",0,-1.06443364763,0.598913191913765,-2.26392125,0.109602825,-1.06443364763,1.06443364763,TRUE
"Naive Method (ADVI)",2.8,4,"beta7",0,-0.2349611164923,0.425422146329323,-1.076417,0.603526775,-0.2349611164923,0.2349611164923,TRUE
"Naive Method (ADVI)",2.8,4,"beta8",0,0.01036117575,0.420965208639634,-0.8213872,0.84422365,0.01036117575,0.01036117575,TRUE
"Naive Method (ADVI)",2.8,4,"beta9",0,0.514192036203,0.602789875012839,-0.6420342,1.66332225,0.514192036203,0.514192036203,TRUE
"Naive Method (ADVI)",2.8,4,"beta10",0,-0.124886581051,0.414089871326444,-0.9968012,0.679470725,-0.124886581051,0.124886581051,TRUE
"Naive Method (ADVI)",2.8,4,"beta11",0,-0.55479295022467,0.617510609564342,-1.75052,0.61713035,-0.55479295022467,0.55479295022467,TRUE
"Naive Method (ADVI)",2.8,4,"beta12",0,0.24903410346,0.480731991737474,-0.7363793,1.13816025,0.24903410346,0.24903410346,TRUE
"Naive Method (ADVI)",2.8,4,"beta13",0,0.041576466414,0.41577820843533,-0.75344565,0.87098385,0.041576466414,0.041576466414,TRUE
"Naive Method (ADVI)",2.8,4,"beta14",0,1.18391030974,0.695971280633638,-0.18445785,2.56774375,1.18391030974,1.18391030974,TRUE
"Naive Method (ADVI)",2.8,4,"beta15",0,0.93646025554,0.583602987073747,-0.173191725,2.0698675,0.93646025554,0.93646025554,TRUE
"Naive Method (ADVI)",2.8,4,"beta16",0,0.319688662497,0.474419268887499,-0.619965775,1.198794,0.319688662497,0.319688662497,TRUE
"Naive Method (ADVI)",2.8,4,"beta17",0,0.961643378692,0.647353149294983,-0.3768084,2.19565025,0.961643378692,0.961643378692,TRUE
"Naive Method (ADVI)",2.8,4,"beta18",0,-0.22635815471,0.40135569136681,-0.9919868,0.519181675,-0.22635815471,0.22635815471,TRUE
"Naive Method (ADVI)",2.8,4,"beta19",0,0.79607410754,0.66349753420774,-0.380267975,2.11792625,0.79607410754,0.79607410754,TRUE
"Naive Method (ADVI)",2.8,4,"beta20",0,0.832783576535,0.496236231002186,-0.1108738,1.8106485,0.832783576535,0.832783576535,TRUE
"Proposed Method (ADVI)",2.8,4,"beta1",1,1.453005262,0.207061598605725,1.07164525,1.8886705,0.453005262,0.453005262,FALSE
"Proposed Method (ADVI)",2.8,4,"beta2",2,2.0930034,0.237114868660276,1.6304285,2.5663305,0.0930034000000002,0.0930034000000002,TRUE
"Proposed Method (ADVI)",2.8,4,"beta3",3,3.91621494,0.371720781929548,3.19755,4.69833625,0.91621494,0.91621494,FALSE
"Proposed Method (ADVI)",2.8,4,"beta4",-4,-4.74042718,0.431407410787448,-5.6025535,-3.8846845,-0.74042718,0.74042718,TRUE
"Proposed Method (ADVI)",2.8,4,"beta5",-5,-5.61721795,0.495357398783572,-6.5557975,-4.65408675,-0.61721795,0.61721795,TRUE
"Proposed Method (ADVI)",2.8,4,"beta6",0,-0.22509324325,0.17521196194713,-0.57902105,0.103202775,-0.22509324325,0.22509324325,TRUE
"Proposed Method (ADVI)",2.8,4,"beta7",0,-0.11799562647,0.197130176831288,-0.5081113,0.2573164,-0.11799562647,0.11799562647,TRUE
"Proposed Method (ADVI)",2.8,4,"beta8",0,-0.018776647751,0.184636555564897,-0.37584435,0.3422151,-0.018776647751,0.018776647751,TRUE
"Proposed Method (ADVI)",2.8,4,"beta9",0,-0.137207594224,0.179574233185974,-0.491957975,0.210387075,-0.137207594224,0.137207594224,TRUE
"Proposed Method (ADVI)",2.8,4,"beta10",0,0.200612452452,0.166122990514605,-0.1239872,0.54249825,0.200612452452,0.200612452452,TRUE
"Proposed Method (ADVI)",2.8,4,"beta11",0,0.0412220892365,0.184325557900653,-0.30209315,0.393262425,0.0412220892365,0.0412220892365,TRUE
"Proposed Method (ADVI)",2.8,4,"beta12",0,-0.079628271395,0.171486844588195,-0.4224754,0.2614479,-0.079628271395,0.079628271395,TRUE
"Proposed Method (ADVI)",2.8,4,"beta13",0,-0.169107448264,0.189553510402157,-0.51401945,0.208500275,-0.169107448264,0.169107448264,TRUE
"Proposed Method (ADVI)",2.8,4,"beta14",0,0.247141009866,0.186986670692938,-0.129978125,0.614077075,0.247141009866,0.247141009866,TRUE
"Proposed Method (ADVI)",2.8,4,"beta15",0,0.259691308766,0.16004952017439,-0.05866642,0.5721693,0.259691308766,0.259691308766,TRUE
"Proposed Method (ADVI)",2.8,4,"beta16",0,0.0754948132839,0.155512614569699,-0.214069325,0.3937339,0.0754948132839,0.0754948132839,TRUE
"Proposed Method (ADVI)",2.8,4,"beta17",0,0.117684387235,0.188979012842882,-0.23206725,0.495179425,0.117684387235,0.117684387235,TRUE
"Proposed Method (ADVI)",2.8,4,"beta18",0,0.042821089863,0.197475837816925,-0.350597575,0.414930375,0.042821089863,0.042821089863,TRUE
"Proposed Method (ADVI)",2.8,4,"beta19",0,-0.242822410378,0.161380485009562,-0.56579725,0.0549996225,-0.242822410378,0.242822410378,TRUE
"Proposed Method (ADVI)",2.8,4,"beta20",0,0.098149274712,0.175340843706153,-0.2488157,0.438781125,0.098149274712,0.098149274712,TRUE
"Proposed Method (ADVI)",2.8,4,"eta",2.8,3.59317293,0.429126767935856,2.81322625,4.435231,0.79317293,0.79317293,FALSE
"Naive Method (ADVI)",2.8,5,"beta1",1,0.692779684854,0.41058827235597,-0.11687975,1.48531375,-0.307220315146,0.307220315146,TRUE
"Naive Method (ADVI)",2.8,5,"beta2",2,-0.273872839791,0.677709771939417,-1.57054475,1.03803825,-2.273872839791,2.273872839791,FALSE
"Naive Method (ADVI)",2.8,5,"beta3",3,0.74992045345,0.645064724841678,-0.5462597,2.0128705,-2.25007954655,2.25007954655,FALSE
"Naive Method (ADVI)",2.8,5,"beta4",-4,-1.8856498445,0.603015304248807,-3.06498325,-0.761705325,2.1143501555,2.1143501555,FALSE
"Naive Method (ADVI)",2.8,5,"beta5",-5,-2.1066680784,0.751814515201498,-3.62419325,-0.5754854,2.8933319216,2.8933319216,FALSE
"Naive Method (ADVI)",2.8,5,"beta6",0,-1.045570332724,0.621485722170678,-2.29079475,0.162298325,-1.045570332724,1.045570332724,TRUE
"Naive Method (ADVI)",2.8,5,"beta7",0,0.194090766192,0.409299133232053,-0.569619525,1.00574975,0.194090766192,0.194090766192,TRUE
"Naive Method (ADVI)",2.8,5,"beta8",0,0.059223543886,0.407636775548247,-0.73611175,0.874804425,0.059223543886,0.059223543886,TRUE
"Naive Method (ADVI)",2.8,5,"beta9",0,0.53218370706,0.599803891043891,-0.605237275,1.65127325,0.53218370706,0.53218370706,TRUE
"Naive Method (ADVI)",2.8,5,"beta10",0,-0.1172011613,0.416682390905262,-0.976769225,0.666212875,-0.1172011613,0.1172011613,TRUE
"Naive Method (ADVI)",2.8,5,"beta11",0,-0.5392712156817,0.622256164193574,-1.74617375,0.628353775,-0.5392712156817,0.5392712156817,TRUE
"Naive Method (ADVI)",2.8,5,"beta12",0,0.287809647238,0.46490665271982,-0.651903225,1.17344625,0.287809647238,0.287809647238,TRUE
"Naive Method (ADVI)",2.8,5,"beta13",0,-0.034079303083,0.422441468996468,-0.84508835,0.80894495,-0.034079303083,0.034079303083,TRUE
"Naive Method (ADVI)",2.8,5,"beta14",0,1.14644635143,0.705692131161698,-0.221592225,2.5434245,1.14644635143,1.14644635143,TRUE
"Naive Method (ADVI)",2.8,5,"beta15",0,0.98334084997,0.564893856366758,-0.069356205,2.055359,0.98334084997,0.98334084997,TRUE
"Naive Method (ADVI)",2.8,5,"beta16",0,0.251677765621,0.501509413241811,-0.734497925,1.19448275,0.251677765621,0.251677765621,TRUE
"Naive Method (ADVI)",2.8,5,"beta17",0,0.95264298274,0.657151949849228,-0.377652475,2.22236675,0.95264298274,0.95264298274,TRUE
"Naive Method (ADVI)",2.8,5,"beta18",0,0.165852751592,0.41989494581898,-0.611772525,0.97786345,0.165852751592,0.165852751592,TRUE
"Naive Method (ADVI)",2.8,5,"beta19",0,0.97136285774,0.529995764610691,0.0262689175,2.07825575,0.97136285774,0.97136285774,FALSE
"Naive Method (ADVI)",2.8,5,"beta20",0,0.895327245937,0.474868396644041,0.00337560167500001,1.88148525,0.895327245937,0.895327245937,FALSE
"Proposed Method (ADVI)",2.8,5,"beta1",1,1.178490207,0.187002416576208,0.834078025,1.5719535,0.178490207,0.178490207,TRUE
"Proposed Method (ADVI)",2.8,5,"beta2",2,1.87839073,0.218083460714939,1.44442175,2.316528,-0.12160927,0.12160927,TRUE
"Proposed Method (ADVI)",2.8,5,"beta3",3,2.9069281,0.282353963725359,2.35516325,3.47888975,-0.0930719,0.0930719,TRUE
"Proposed Method (ADVI)",2.8,5,"beta4",-4,-3.85882489,0.349786219104846,-4.54505825,-3.157197,0.14117511,0.14117511,TRUE
"Proposed Method (ADVI)",2.8,5,"beta5",-5,-5.00775814,0.432424874714224,-5.82781625,-4.17880675,-0.00775813999999997,0.00775813999999997,TRUE
"Proposed Method (ADVI)",2.8,5,"beta6",0,0.1484089349472,0.153903836787674,-0.169891325,0.4378342,0.1484089349472,0.1484089349472,TRUE
"Proposed Method (ADVI)",2.8,5,"beta7",0,0.393376530992,0.18832199374047,0.01978399,0.7519432,0.393376530992,0.393376530992,FALSE
"Proposed Method (ADVI)",2.8,5,"beta8",0,0.178084425048,0.170487435916518,-0.1512677,0.5147057,0.178084425048,0.178084425048,TRUE
"Proposed Method (ADVI)",2.8,5,"beta9",0,-0.051802866194,0.174358685795498,-0.40642575,0.282459425,-0.051802866194,0.051802866194,TRUE
"Proposed Method (ADVI)",2.8,5,"beta10",0,0.218613001793,0.155750315689944,-0.0856319375,0.53086785,0.218613001793,0.218613001793,TRUE
"Proposed Method (ADVI)",2.8,5,"beta11",0,0.22704406071,0.170594718676603,-0.088962945,0.5740889,0.22704406071,0.22704406071,TRUE
"Proposed Method (ADVI)",2.8,5,"beta12",0,0.058258181574,0.166189588678591,-0.287045625,0.397022475,0.058258181574,0.058258181574,TRUE
"Proposed Method (ADVI)",2.8,5,"beta13",0,-0.073078194693,0.149792956364184,-0.349017,0.2215055,-0.073078194693,0.073078194693,TRUE
"Proposed Method (ADVI)",2.8,5,"beta14",0,-0.07521966124025,0.154246676175345,-0.376640025,0.2134628,-0.07521966124025,0.07521966124025,TRUE
"Proposed Method (ADVI)",2.8,5,"beta15",0,0.269038680657,0.172320986460171,-0.0488984225,0.591912475,0.269038680657,0.269038680657,TRUE
"Proposed Method (ADVI)",2.8,5,"beta16",0,0.130677802407,0.140747575376914,-0.1489722,0.4048294,0.130677802407,0.130677802407,TRUE
"Proposed Method (ADVI)",2.8,5,"beta17",0,-0.1419129977552,0.180014545822237,-0.473452425,0.214437775,-0.1419129977552,0.1419129977552,TRUE
"Proposed Method (ADVI)",2.8,5,"beta18",0,0.098895506573,0.173164839312476,-0.244509725,0.4211552,0.098895506573,0.098895506573,TRUE
"Proposed Method (ADVI)",2.8,5,"beta19",0,0.1331916286097,0.168764934964155,-0.206021725,0.457839725,0.1331916286097,0.1331916286097,TRUE
"Proposed Method (ADVI)",2.8,5,"beta20",0,0.156484311094,0.164143199649046,-0.165323125,0.47517755,0.156484311094,0.156484311094,TRUE
"Proposed Method (ADVI)",2.8,5,"eta",2.8,2.35726968,0.340948471498429,1.7646845,3.070993,-0.44273032,0.44273032,TRUE
"Naive Method (ADVI)",2.8,6,"beta1",1,1.02172486764,0.455034616624069,0.124419675,1.90004425,0.0217248676399999,0.0217248676399999,TRUE
"Naive Method (ADVI)",2.8,6,"beta2",2,-0.232853956726,0.747172383330177,-1.6614435,1.213459,-2.232853956726,2.232853956726,FALSE
"Naive Method (ADVI)",2.8,6,"beta3",3,0.73845877875,0.627159949123569,-0.521607025,1.96547225,-2.26154122125,2.26154122125,FALSE
"Naive Method (ADVI)",2.8,6,"beta4",-4,-1.91461189534,0.631966611171762,-3.13315975,-0.722657975,2.08538810466,2.08538810466,FALSE
"Naive Method (ADVI)",2.8,6,"beta5",-5,-2.0926143357,0.740135929155807,-3.5821575,-0.601799125,2.9073856643,2.9073856643,FALSE
"Naive Method (ADVI)",2.8,6,"beta6",0,-1.039134091778,0.645089099648372,-2.32653925,0.208731225,-1.039134091778,1.039134091778,TRUE
"Naive Method (ADVI)",2.8,6,"beta7",0,-0.17477190776,0.399560195585037,-0.915045875,0.598425275,-0.17477190776,0.17477190776,TRUE
"Naive Method (ADVI)",2.8,6,"beta8",0,0.1446614545078,0.391730701362934,-0.650873025,0.91849765,0.1446614545078,0.1446614545078,TRUE
"Naive Method (ADVI)",2.8,6,"beta9",0,0.5097054826361,0.603241045865467,-0.6297774,1.709055,0.5097054826361,0.5097054826361,TRUE
"Naive Method (ADVI)",2.8,6,"beta10",0,-0.2119407083226,0.409505880727923,-1.06968175,0.553924974999999,-0.2119407083226,0.2119407083226,TRUE
"Naive Method (ADVI)",2.8,6,"beta11",0,-0.6576342059,0.572078907911753,-1.77850325,0.432779275,-0.6576342059,0.6576342059,TRUE
"Naive Method (ADVI)",2.8,6,"beta12",0,0.359568604072,0.441237318861635,-0.571118175,1.192588,0.359568604072,0.359568604072,TRUE
"Naive Method (ADVI)",2.8,6,"beta13",0,0.250132666341,0.408735115913366,-0.549467125,1.0456345,0.250132666341,0.250132666341,TRUE
"Naive Method (ADVI)",2.8,6,"beta14",0,1.20874411728,0.664241520335443,-0.0778048449999999,2.5158085,1.20874411728,1.20874411728,TRUE
"Naive Method (ADVI)",2.8,6,"beta15",0,0.93061729271935,0.597332927079083,-0.214050825,2.10076225,0.93061729271935,0.93061729271935,TRUE
"Naive Method (ADVI)",2.8,6,"beta16",0,0.36694982424,0.451202141471563,-0.551651,1.21963075,0.36694982424,0.36694982424,TRUE
"Naive Method (ADVI)",2.8,6,"beta17",0,0.998833858069,0.623995911931902,-0.27295925,2.2101715,0.998833858069,0.998833858069,TRUE
"Naive Method (ADVI)",2.8,6,"beta18",0,0.086481381399,0.391132897729327,-0.638596825,0.8075314,0.086481381399,0.086481381399,TRUE
"Naive Method (ADVI)",2.8,6,"beta19",0,0.784796356,0.63490032323572,-0.3739789,2.0622865,0.784796356,0.784796356,TRUE
"Naive Method (ADVI)",2.8,6,"beta20",0,0.715033893794,0.559099226226399,-0.3943686,1.82606775,0.715033893794,0.715033893794,TRUE
"Proposed Method (ADVI)",2.8,6,"beta1",1,1.308306923,0.183104319541161,0.97109235,1.69338225,0.308306923,0.308306923,TRUE
"Proposed Method (ADVI)",2.8,6,"beta2",2,2.55403334,0.257838955804927,2.0404455,3.0520465,0.55403334,0.55403334,FALSE
"Proposed Method (ADVI)",2.8,6,"beta3",3,3.21406864,0.315085919160478,2.5989765,3.86631675,0.21406864,0.21406864,TRUE
"Proposed Method (ADVI)",2.8,6,"beta4",-4,-4.29449716,0.38525590396628,-5.076949,-3.537883,-0.29449716,0.29449716,TRUE
"Proposed Method (ADVI)",2.8,6,"beta5",-5,-5.45050131,0.487975945405589,-6.381071,-4.51078775,-0.45050131,0.45050131,TRUE
"Proposed Method (ADVI)",2.8,6,"beta6",0,0.205291379053,0.171819589391946,-0.1452843,0.527934425,0.205291379053,0.205291379053,TRUE
"Proposed Method (ADVI)",2.8,6,"beta7",0,-0.203871874666,0.184639898390122,-0.5683998,0.1544035,-0.203871874666,0.203871874666,TRUE
"Proposed Method (ADVI)",2.8,6,"beta8",0,0.241262025775,0.159053418769544,-0.0645681725,0.560661375,0.241262025775,0.241262025775,TRUE
"Proposed Method (ADVI)",2.8,6,"beta9",0,0.1142582776352,0.172717179872201,-0.24117405,0.45036715,0.1142582776352,0.1142582776352,TRUE
"Proposed Method (ADVI)",2.8,6,"beta10",0,-0.0492807753992,0.159830542227122,-0.37510975,0.268848175,-0.0492807753992,0.0492807753992,TRUE
"Proposed Method (ADVI)",2.8,6,"beta11",0,-0.146145777321,0.170574439582403,-0.476159925,0.169516025,-0.146145777321,0.146145777321,TRUE
"Proposed Method (ADVI)",2.8,6,"beta12",0,-0.2751903695622,0.171000003650166,-0.615286475,0.0578060724999999,-0.2751903695622,0.2751903695622,TRUE
"Proposed Method (ADVI)",2.8,6,"beta13",0,0.151084475275,0.16755181486725,-0.164156875,0.48827985,0.151084475275,0.151084475275,TRUE
"Proposed Method (ADVI)",2.8,6,"beta14",0,0.078238321065,0.164829855565301,-0.2604993,0.395817025,0.078238321065,0.078238321065,TRUE
"Proposed Method (ADVI)",2.8,6,"beta15",0,0.1447272024176,0.17544795109426,-0.188995225,0.4927739,0.1447272024176,0.1447272024176,TRUE
"Proposed Method (ADVI)",2.8,6,"beta16",0,-0.022186990267,0.156955312008968,-0.323220025,0.2853864,-0.022186990267,0.022186990267,TRUE
"Proposed Method (ADVI)",2.8,6,"beta17",0,0.36426370397,0.180732698980975,0.03504171,0.749136825,0.36426370397,0.36426370397,FALSE
"Proposed Method (ADVI)",2.8,6,"beta18",0,0.1630155075,0.180726965214584,-0.182777375,0.51561925,0.1630155075,0.1630155075,TRUE
"Proposed Method (ADVI)",2.8,6,"beta19",0,-0.049000956226,0.159517276173434,-0.378261425,0.2508536,-0.049000956226,0.049000956226,TRUE
"Proposed Method (ADVI)",2.8,6,"beta20",0,0.261232553642,0.178772724610871,-0.09426812,0.606528925,0.261232553642,0.261232553642,TRUE
"Proposed Method (ADVI)",2.8,6,"eta",2.8,2.89088444,0.371783078907914,2.2327985,3.6439065,0.0908844400000004,0.0908844400000004,TRUE
"Naive Method (ADVI)",2.8,7,"beta1",1,0.754733372981,0.423971001416335,-0.0813158325,1.573097,-0.245266627019,0.245266627019,TRUE
"Naive Method (ADVI)",2.8,7,"beta2",2,-0.228626853716,0.745739971043283,-1.66059925,1.215352,-2.228626853716,2.228626853716,FALSE
"Naive Method (ADVI)",2.8,7,"beta3",3,0.743945118656,0.632083561042125,-0.514055425,1.98082325,-2.256054881344,2.256054881344,FALSE
"Naive Method (ADVI)",2.8,7,"beta4",-4,-1.836741632,0.60332895250315,-3.01237825,-0.7036205,2.163258368,2.163258368,FALSE
"Naive Method (ADVI)",2.8,7,"beta5",-5,-2.0783501326,0.72337013435875,-3.520749,-0.61636955,2.9216498674,2.9216498674,FALSE
"Naive Method (ADVI)",2.8,7,"beta6",0,-1.11215550888,0.555835255914006,-2.2146625,-0.0212030050000001,-1.11215550888,1.11215550888,FALSE
"Naive Method (ADVI)",2.8,7,"beta7",0,-0.078538465458,0.420019250435796,-0.87188565,0.731324174999999,-0.078538465458,0.078538465458,TRUE
"Naive Method (ADVI)",2.8,7,"beta8",0,-0.109160277659,0.419018202130352,-0.9365075,0.70693085,-0.109160277659,0.109160277659,TRUE
"Naive Method (ADVI)",2.8,7,"beta9",0,0.56891727972,0.575079091137922,-0.528170275,1.665384,0.56891727972,0.56891727972,TRUE
"Naive Method (ADVI)",2.8,7,"beta10",0,-0.177084732621,0.406179429925132,-1.03034525,0.60807165,-0.177084732621,0.177084732621,TRUE
"Naive Method (ADVI)",2.8,7,"beta11",0,-0.648146436151,0.590638045630396,-1.804461,0.47696965,-0.648146436151,0.648146436151,TRUE
"Naive Method (ADVI)",2.8,7,"beta12",0,0.32961738121,0.460835708844896,-0.603542025,1.180499,0.32961738121,0.32961738121,TRUE
"Naive Method (ADVI)",2.8,7,"beta13",0,0.27543005137,0.401888229462658,-0.5077243,1.05817325,0.27543005137,0.27543005137,TRUE
"Naive Method (ADVI)",2.8,7,"beta14",0,1.20337485372,0.677285518764536,-0.119478575,2.5539595,1.20337485372,1.20337485372,TRUE
"Naive Method (ADVI)",2.8,7,"beta15",0,0.9044232913806,0.621217906175616,-0.268348975,2.10804975,0.9044232913806,0.9044232913806,TRUE
"Naive Method (ADVI)",2.8,7,"beta16",0,0.51550798451,0.417435296578365,-0.299074625,1.313319,0.51550798451,0.51550798451,TRUE
"Naive Method (ADVI)",2.8,7,"beta17",0,1.02404016815,0.610376187743926,-0.2215756,2.19136625,1.02404016815,1.02404016815,TRUE
