"eta_true","mode","fixed_X","rep","eta_hat","abs_bias","disease_rate"
1.6,"one_parallel",FALSE,4,1.06743317122942,0.532566828770581,0.564444444444444
1.6,"one_parallel",FALSE,5,1.73955869960791,0.139558699607914,0.558888888888889
1.6,"one_parallel",FALSE,6,1.81674419762518,0.216744197625181,0.576666666666667
1.6,"one_parallel",FALSE,7,1.49703499791759,0.102965002082414,0.551111111111111
1.6,"one_parallel",FALSE,8,1.44384523200406,0.156154767995939,0.547777777777778
1.6,"one_parallel",FALSE,9,1.31987197795133,0.280128022048667,0.521111111111111
1.6,"one_parallel",FALSE,10,1.38143023073895,0.218569769261047,0.544444444444444
1.6,"one_parallel",FALSE,11,1.28003070152226,0.319969298477745,0.513333333333333
1.6,"one_parallel",FALSE,12,1.49143153332253,0.108568466677466,0.538888888888889
1.6,"one_parallel",FALSE,13,1.10852316535189,0.491476834648109,0.527777777777778
1.6,"one_parallel",FALSE,14,1.28037967698971,0.31962032301029,0.536666666666667
1.6,"one_parallel",FALSE,15,1.05210293776237,0.547897062237629,0.528888888888889
1.6,"one_parallel",FALSE,16,1.54405953025368,0.0559404697463177,0.525555555555556
1.6,"one_parallel",FALSE,17,2.01934294942394,0.419342949423936,0.534444444444444
1.6,"one_parallel",FALSE,18,1.58090649030043,0.0190935096995712,0.546666666666667
1.6,"one_parallel",FALSE,19,1.22769938807774,0.372300611922262,0.542222222222222
1.6,"one_parallel",FALSE,20,1.76681887649381,0.16681887649381,0.566666666666667
1.6,"one_parallel",FALSE,21,1.65522438004946,0.0552243800494605,0.547777777777778
1.6,"one_parallel",FALSE,22,1.43506427351803,0.164935726481969,0.562222222222222
1.6,"one_parallel",FALSE,23,1.39054342530665,0.209456574693347,0.556666666666667
1.6,"one_parallel",FALSE,24,1.6159995987102,0.0159995987101977,0.524444444444444
1.6,"one_parallel",FALSE,25,1.55591012790151,0.0440898720984928,0.545555555555556
1.6,"one_parallel",FALSE,26,2.08847071842491,0.48847071842491,0.55
1.6,"one_parallel",FALSE,27,1.53118549794811,0.068814502051894,0.57
1.6,"one_parallel",FALSE,28,1.13352395579654,0.466476044203459,0.53
1.6,"one_parallel",FALSE,29,1.7758066887842,0.175806688784202,0.542222222222222
1.6,"one_parallel",FALSE,30,1.52105534527646,0.0789446547235426,0.533333333333333
1.6,"one_parallel",FALSE,31,1.20038673173871,0.399613268261292,0.53
1.6,"one_parallel",FALSE,32,1.85668776124912,0.256687761249122,0.543333333333333
1.6,"one_parallel",FALSE,33,1.9011948406998,0.301194840699795,0.564444444444444
