"method","setting","sigma2","rho","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,84,"beta20",0,9.77899070000003e-05,0.0808753476018608,-0.16602005,0.1552158,9.77899070000003e-05,9.77899070000003e-05,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,84,"eta",1.6,2.0295349,0.308348882574877,1.44021875,2.67780725,0.4295349,0.4295349,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta1",1,1.106663705,0.0775681847932778,0.959724175,1.26073225,0.106663705,0.106663705,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta2",2,2.04031253,0.108956773273355,1.825819,2.25965375,0.04031253,0.04031253,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta3",3,3.04739011,0.131618543600465,2.78433475,3.28739125,0.0473901099999998,0.0473901099999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta4",-4,-4.04597469,0.149842182169312,-4.32278675,-3.748132,-0.0459746900000004,0.0459746900000004,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta5",-5,-5.18383201,0.19888377995651,-5.54788925,-4.78209075,-0.18383201,0.18383201,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta6",0,-0.0301266519326,0.0601390921650945,-0.147257125,0.0863825125,-0.0301266519326,0.0301266519326,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta7",0,0.0671201374912,0.0639592399426759,-0.0585545,0.187663975,0.0671201374912,0.0671201374912,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta8",0,0.0560637064726,0.0568969330993359,-0.0582798375,0.16224145,0.0560637064726,0.0560637064726,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta9",0,0.1090174561166,0.0870454575888703,-0.04795608,0.274256725,0.1090174561166,0.1090174561166,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta10",0,-0.15019598973,0.0690943311397447,-0.2864446,-0.01877474,-0.15019598973,0.15019598973,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta11",0,-0.072407966553,0.0756035033237317,-0.220277475,0.0796218175,-0.072407966553,0.072407966553,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta12",0,0.0490351680294,0.083044150084623,-0.11840835,0.2009349,0.0490351680294,0.0490351680294,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta13",0,0.10921974986,0.0722417392758107,-0.030431695,0.253311525,0.10921974986,0.10921974986,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta14",0,-0.0050849318871,0.0709087519211754,-0.142671775,0.13166015,-0.0050849318871,0.0050849318871,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta15",0,-0.01375340724015,0.07497371326387,-0.1597437,0.138841575,-0.01375340724015,0.01375340724015,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta16",0,-0.006000178904,0.0799317737383528,-0.16621485,0.144836575,-0.006000178904,0.006000178904,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta17",0,-0.0035401787895,0.0715504867290535,-0.142424825,0.137392675,-0.0035401787895,0.0035401787895,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta18",0,0.058178706622,0.0725599670652742,-0.087008165,0.198080275,0.058178706622,0.058178706622,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta19",0,0.065971814603,0.0732191334815157,-0.0718666125,0.2131282,0.065971814603,0.065971814603,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"beta20",0,-0.0062773455534,0.0763802253228436,-0.163488375,0.137086575,-0.0062773455534,0.0062773455534,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,85,"eta",1.6,2.06324329,0.282935171604038,1.5111605,2.66099125,0.46324329,0.46324329,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta1",1,1.082497331,0.0754577182143056,0.9399434,1.23167675,0.0824973309999999,0.0824973309999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta2",2,2.17832521,0.102068257329643,1.97730475,2.384409,0.17832521,0.17832521,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta3",3,3.18128666,0.129956084653174,2.932681,3.42109225,0.18128666,0.18128666,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta4",-4,-4.13353733,0.149121318579289,-4.410525,-3.84291175,-0.13353733,0.13353733,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta5",-5,-5.20288298,0.200382361733795,-5.57768625,-4.7944565,-0.20288298,0.20288298,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta6",0,0.0022422980553,0.0615034227957948,-0.1190256,0.1210833,0.0022422980553,0.0022422980553,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta7",0,0.0582298299451,0.0657714411862081,-0.0692704525,0.17888905,0.0582298299451,0.0582298299451,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta8",0,-0.00272290087831,0.0567664581187659,-0.115324,0.1057347,-0.00272290087831,0.00272290087831,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta9",0,0.039829654352,0.0747540575516564,-0.09955297,0.184827375,0.039829654352,0.039829654352,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta10",0,0.0249513993144,0.0625627959908982,-0.095720605,0.14554675,0.0249513993144,0.0249513993144,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta11",0,0.045919083405,0.0735533312259198,-0.100090725,0.1911449,0.045919083405,0.045919083405,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta12",0,0.13743952411,0.0756989186473351,-0.01261646,0.275104125,0.13743952411,0.13743952411,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta13",0,-0.056154662317,0.075365645317981,-0.205554225,0.0953786975,-0.056154662317,0.056154662317,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta14",0,-0.0361535532322,0.0653857875997465,-0.1551259,0.0880882674999999,-0.0361535532322,0.0361535532322,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta15",0,-0.0074351624173,0.0746480387912522,-0.14907145,0.14332265,-0.0074351624173,0.0074351624173,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta16",0,-0.11265059714,0.0689197537294837,-0.24653625,0.0250597975,-0.11265059714,0.11265059714,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta17",0,0.047419530494,0.0709524074522821,-0.0943396075,0.1873594,0.047419530494,0.047419530494,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta18",0,0.12603538651,0.0769868690005883,-0.0224546325,0.278358675,0.12603538651,0.12603538651,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta19",0,0.134253094997,0.0661613781967232,0.00751814075,0.263985875,0.134253094997,0.134253094997,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"beta20",0,-0.0212910231752,0.0826075084454906,-0.189478875,0.1304642,-0.0212910231752,0.0212910231752,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,86,"eta",1.6,1.535487222,0.221335004647134,1.126425,2.00912475,-0.0645127780000001,0.0645127780000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta1",1,1.07466428,0.0784056263368444,0.926685825,1.22976675,0.0746642799999999,0.0746642799999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta2",2,2.14289655,0.105066232460296,1.9362455,2.35484125,0.14289655,0.14289655,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta3",3,3.19174071,0.133693883460204,2.93659425,3.436428,0.19174071,0.19174071,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta4",-4,-4.07027841,0.14921048076037,-4.3501745,-3.776342,-0.0702784100000002,0.0702784100000002,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta5",-5,-5.30685926,0.204496440844261,-5.69444075,-4.892049,-0.30685926,0.30685926,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta6",0,-0.0522198349889,0.0645992678398504,-0.181170675,0.07415763,-0.0522198349889,0.0522198349889,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta7",0,-0.070797647768,0.0662698216022141,-0.1937542,0.0504582724999999,-0.070797647768,0.070797647768,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta8",0,-0.0053502053597,0.0554974289317569,-0.1165399,0.1004067,-0.0053502053597,0.0053502053597,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta9",0,-0.058102828848,0.0767205169036279,-0.20460885,0.089143295,-0.058102828848,0.058102828848,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta10",0,-0.09102916412,0.0628851092676262,-0.2192158,0.0261782825,-0.09102916412,0.09102916412,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta11",0,-0.146138062103,0.0766200312285472,-0.2973817,0.00697844999999999,-0.146138062103,0.146138062103,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta12",0,-0.05787389167,0.0740429597069353,-0.205138025,0.0771210125,-0.05787389167,0.05787389167,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta13",0,-0.0193282865095,0.0787008891643242,-0.1770713,0.13521105,-0.0193282865095,0.0193282865095,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta14",0,-0.074313304972,0.0699953235034101,-0.204795475,0.0640703,-0.074313304972,0.074313304972,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta15",0,0.071290104372,0.0754505586149469,-0.072066295,0.2170834,0.071290104372,0.071290104372,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta16",0,-0.097216613991,0.0679733008670461,-0.22878565,0.0379931675,-0.097216613991,0.097216613991,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta17",0,-0.043881122444,0.0734912489763667,-0.1913747,0.09983951,-0.043881122444,0.043881122444,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta18",0,-0.0033759012044,0.0840409756044127,-0.1604465,0.162821425,-0.0033759012044,0.0033759012044,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta19",0,0.034398315965,0.0678118606498984,-0.0942900425,0.1670925,0.034398315965,0.034398315965,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"beta20",0,0.028623668903,0.0838807023470911,-0.14557245,0.180654975,0.028623668903,0.028623668903,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,87,"eta",1.6,1.92482785,0.282657040801024,1.40112675,2.51931925,0.32482785,0.32482785,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta1",1,0.952582962,0.0719374286025606,0.816647175,1.09555625,-0.047417038,0.047417038,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta2",2,2.05432195,0.0953582956593108,1.86622925,2.24659825,0.0543219499999998,0.0543219499999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta3",3,2.94673826,0.1271751346256,2.7005815,3.181734,-0.0532617399999999,0.0532617399999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta4",-4,-3.95440944,0.141053636621288,-4.21771475,-3.68683,0.0455905599999999,0.0455905599999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta5",-5,-4.98865391,0.187119413191697,-5.339776,-4.6091485,0.01134609,0.01134609,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta6",0,0.046530961405,0.0596398355402465,-0.0681708325,0.161392975,0.046530961405,0.046530961405,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta7",0,0.009548685744,0.0661450772370778,-0.11371615,0.131576425,0.009548685744,0.009548685744,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta8",0,0.063479925679,0.0605519137604,-0.0571017625,0.17917735,0.063479925679,0.063479925679,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta9",0,0.039241084979,0.0820686984638923,-0.116766625,0.19998945,0.039241084979,0.039241084979,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta10",0,0.1136473423602,0.0638900666939316,-0.00871049275,0.237696325,0.1136473423602,0.1136473423602,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta11",0,0.014646515767,0.069937247928862,-0.12490565,0.152792275,0.014646515767,0.014646515767,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta12",0,-0.065737038247,0.0716474157456801,-0.20615435,0.0642206624999999,-0.065737038247,0.065737038247,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta13",0,0.034274731302,0.0768589673119961,-0.115978425,0.1877773,0.034274731302,0.034274731302,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta14",0,-0.0616951775129,0.0640666225374407,-0.1800342,0.06354757,-0.0616951775129,0.0616951775129,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta15",0,0.137427261316,0.0785923216447154,-0.016034845,0.2957516,0.137427261316,0.137427261316,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta16",0,0.078103181018,0.0748170575093502,-0.0677757225,0.220210525,0.078103181018,0.078103181018,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta17",0,-0.075920765994,0.0687166239236701,-0.2086364,0.0632231475,-0.075920765994,0.075920765994,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta18",0,0.0107009336724,0.0714761870559675,-0.12560345,0.15144775,0.0107009336724,0.0107009336724,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta19",0,0.00948824163,0.068261533256711,-0.11981595,0.14689185,0.00948824163,0.00948824163,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"beta20",0,-0.071241576811,0.0851069016632964,-0.24550585,0.0885834649999999,-0.071241576811,0.071241576811,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,88,"eta",1.6,1.76244073,0.229550190865731,1.330948,2.244683,0.16244073,0.16244073,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta1",1,0.959730143,0.0667954530888885,0.833262975,1.09247525,-0.040269857,0.040269857,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta2",2,1.98255263,0.10660081154196,1.772513,2.19769075,-0.01744737,0.01744737,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta3",3,3.04935336,0.1268551545983,2.797087,3.278413,0.04935336,0.04935336,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta4",-4,-3.95427458,0.148564778336542,-4.2273855,-3.65685525,0.0457254200000001,0.0457254200000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta5",-5,-4.89894465,0.180040674225168,-5.2365525,-4.54063725,0.10105535,0.10105535,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta6",0,0.110146334784,0.0600546952958122,-0.0067218385,0.2247965,0.110146334784,0.110146334784,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta7",0,-0.097243800798,0.0674611818201178,-0.225727725,0.02676562,-0.097243800798,0.097243800798,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta8",0,0.129567720013,0.0594981986492432,0.010763857,0.24157195,0.129567720013,0.129567720013,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta9",0,-0.051333377816,0.0822882010408135,-0.209559325,0.105134275,-0.051333377816,0.051333377816,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta10",0,0.040167481046,0.0692629857176824,-0.094482275,0.17083615,0.040167481046,0.040167481046,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta11",0,-0.0189467749556,0.0702204319794017,-0.160719775,0.124311475,-0.0189467749556,0.0189467749556,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta12",0,0.1118196529266,0.0570275463733175,-0.001472213,0.219267275,0.1118196529266,0.1118196529266,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta13",0,0.024580927672,0.068945419947543,-0.112204875,0.1612568,0.024580927672,0.024580927672,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta14",0,-0.097747740506,0.0687756471060891,-0.2277785,0.034714855,-0.097747740506,0.097747740506,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta15",0,-0.006345663192,0.0755663457238689,-0.149882325,0.144725775,-0.006345663192,0.006345663192,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta16",0,-0.0335387020018,0.075496811165119,-0.186480925,0.110342325,-0.0335387020018,0.0335387020018,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta17",0,0.055428867581,0.0673061631606343,-0.0770502075,0.1878444,0.055428867581,0.055428867581,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta18",0,0.062164641029,0.0698447161821993,-0.0738648575,0.19719055,0.062164641029,0.062164641029,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta19",0,0.003060043469,0.0705126378894356,-0.127807225,0.1440248,0.003060043469,0.003060043469,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"beta20",0,-0.000596291258900004,0.0755915345613042,-0.15639275,0.1429027,-0.000596291258900004,0.000596291258900004,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,89,"eta",1.6,1.657045983,0.281553538370242,1.14233875,2.251738,0.0570459829999999,0.0570459829999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta1",1,1.053106626,0.0783367474434326,0.90471075,1.2087035,0.0531066259999999,0.0531066259999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta2",2,2.24188833,0.119367547102269,2.00682675,2.480037,0.24188833,0.24188833,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta3",3,3.36064232,0.146091398187717,3.06709675,3.62455075,0.36064232,0.36064232,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta4",-4,-4.48329002,0.173263062019751,-4.80074875,-4.13504025,-0.48329002,0.48329002,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta5",-5,-5.45690705,0.213625076293067,-5.8463375,-5.02629225,-0.45690705,0.45690705,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta6",0,0.0034085297882,0.0616229050442296,-0.115330475,0.123537975,0.0034085297882,0.0034085297882,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta7",0,-0.046180998736,0.0739119486868096,-0.1911556,0.0927950625,-0.046180998736,0.046180998736,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta8",0,0.021842251294,0.0626797610886104,-0.109035725,0.13942775,0.021842251294,0.021842251294,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta9",0,-0.016736786975,0.0895984803036796,-0.18035765,0.159731425,-0.016736786975,0.016736786975,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta10",0,0.103939386852,0.0713955068347535,-0.041016715,0.242560875,0.103939386852,0.103939386852,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta11",0,-0.071986568773,0.0760052103568412,-0.220022625,0.0847386375,-0.071986568773,0.071986568773,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta12",0,-0.1310769026964,0.0844889643298614,-0.2967188,0.02995866,-0.1310769026964,0.1310769026964,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta13",0,-0.000822231149799999,0.0742074582918806,-0.15007355,0.137666925,-0.000822231149799999,0.000822231149799999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta14",0,-0.0105757950015,0.0658177357275619,-0.140790225,0.119931475,-0.0105757950015,0.0105757950015,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta15",0,0.0653985473473,0.0676138297573836,-0.060242435,0.205918675,0.0653985473473,0.0653985473473,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta16",0,0.0805698036133,0.0827240673235887,-0.08248477,0.236927475,0.0805698036133,0.0805698036133,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta17",0,-0.1094814662779,0.0714830376132257,-0.251469,0.0350496599999999,-0.1094814662779,0.1094814662779,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta18",0,0.0628678616432,0.0747709252142,-0.086383075,0.207069875,0.0628678616432,0.0628678616432,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta19",0,0.000577849612999999,0.0723111825767675,-0.131990325,0.1451283,0.000577849612999999,0.000577849612999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"beta20",0,-0.0036263168902,0.0822379598439543,-0.1707795,0.151023625,-0.0036263168902,0.0036263168902,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,90,"eta",1.6,1.87154849,0.315567736244024,1.2632205,2.55777675,0.27154849,0.27154849,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta1",1,1.081545447,0.0868257226774396,0.91671795,1.25481675,0.0815454470000001,0.0815454470000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta2",2,2.16772774,0.113627334063326,1.94873625,2.39418725,0.16772774,0.16772774,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta3",3,3.17584265,0.147039924780847,2.88082875,3.441672,0.17584265,0.17584265,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta4",-4,-4.38284109,0.181538124418341,-4.717284,-4.0221315,-0.38284109,0.38284109,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta5",-5,-5.43989231,0.220036869571294,-5.84831075,-4.9987235,-0.43989231,0.43989231,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta6",0,-0.002432212545,0.0610274762970713,-0.122047225,0.111770925,-0.002432212545,0.002432212545,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta7",0,-0.022496344095,0.075905540770638,-0.165885625,0.1213211,-0.022496344095,0.022496344095,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta8",0,0.040073612625,0.070860005235818,-0.10465875,0.173256775,0.040073612625,0.040073612625,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta9",0,0.0271900698777,0.077156361985133,-0.11324215,0.1803367,0.0271900698777,0.0271900698777,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta10",0,-0.103028246549,0.0707584663401481,-0.243320625,0.028618165,-0.103028246549,0.103028246549,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta11",0,-0.104678095766,0.0740122831376467,-0.24769745,0.047320815,-0.104678095766,0.104678095766,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta12",0,0.0210600410572,0.0737057655567123,-0.12831505,0.15904045,0.0210600410572,0.0210600410572,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta13",0,-0.0709987740778,0.0769618838531795,-0.225367675,0.0797089825,-0.0709987740778,0.0709987740778,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta14",0,-0.0259909612454,0.0764946205468851,-0.16772675,0.122035375,-0.0259909612454,0.0259909612454,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta15",0,0.0347882144129,0.0762887219103175,-0.109183825,0.191647675,0.0347882144129,0.0347882144129,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,91,"beta16",0,-0.03172927259487,0.07797069084191,-0.188678575,0.114084575,-0.03172927259487,0.03172927259487,TRUE
