"method","setting","sigma2","rho","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta3",3,3.23044575,0.136077859864795,2.96437475,3.4764715,0.23044575,0.23044575,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta4",-4,-4.27552827,0.166503708392382,-4.58653425,-3.940443,-0.27552827,0.27552827,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta5",-5,-5.18597183,0.200499829484153,-5.555077,-4.77818075,-0.18597183,0.18597183,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta6",0,0.057033537992,0.0643073038091756,-0.07350429,0.180480425,0.057033537992,0.057033537992,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta7",0,0.057783207557,0.0691032238097409,-0.0734449325,0.186319625,0.057783207557,0.057783207557,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta8",0,0.0017596775311,0.0584611712276685,-0.11677915,0.113367125,0.0017596775311,0.0017596775311,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta9",0,-0.00788571938619,0.0890010018169762,-0.17400585,0.1686185,-0.00788571938619,0.00788571938619,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta10",0,-0.0635900255795,0.0715606687700567,-0.20705665,0.0715406825,-0.0635900255795,0.0635900255795,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta11",0,0.0344027275847,0.0711205459452165,-0.10522915,0.176342325,0.0344027275847,0.0344027275847,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta12",0,-0.18703479775,0.0788030705165421,-0.34638875,-0.04292525,-0.18703479775,0.18703479775,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta13",0,0.007578614181,0.0714309863837182,-0.1336761,0.153327675,0.007578614181,0.007578614181,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta14",0,0.07417595864,0.069933186849754,-0.0562482725,0.210789125,0.07417595864,0.07417595864,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta15",0,0.092468270559,0.0809873789338017,-0.0579939975,0.2542679,0.092468270559,0.092468270559,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta16",0,0.0452623617633,0.0777951753540074,-0.11318,0.19440885,0.0452623617633,0.0452623617633,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta17",0,0.075790570714,0.0653970875899852,-0.05347187,0.20596445,0.075790570714,0.075790570714,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta18",0,-0.0330562819349,0.0737494551701378,-0.184762825,0.114078675,-0.0330562819349,0.0330562819349,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta19",0,-0.012909683141,0.0726297183320274,-0.15267595,0.134932925,-0.012909683141,0.012909683141,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta20",0,0.0384582414434,0.079859918498099,-0.126155475,0.185926225,0.0384582414434,0.0384582414434,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"eta",1.6,1.89009312,0.299201532116877,1.34079925,2.523188,0.29009312,0.29009312,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta1",1,0.970426276,0.0676997497743332,0.841977375,1.105116,-0.029573724,0.029573724,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta2",2,1.9445186,0.0997334040325502,1.74768875,2.1453985,-0.0554813999999999,0.0554813999999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta3",3,2.93034509,0.124416648015027,2.683147,3.15562325,-0.0696549100000001,0.0696549100000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta4",-4,-3.87964301,0.149175748533032,-4.149294,-3.58789775,0.12035699,0.12035699,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta5",-5,-4.8539755,0.183501379748817,-5.1951735,-4.489059,0.1460245,0.1460245,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta6",0,0.01798507642052,0.0617998742145579,-0.106442925,0.138283575,0.01798507642052,0.01798507642052,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta7",0,-0.0036838152088,0.0654441239914975,-0.128252275,0.12007825,-0.0036838152088,0.0036838152088,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta8",0,0.0085769983577,0.0569262152985742,-0.104452525,0.116444925,0.0085769983577,0.0085769983577,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta9",0,-0.1009087836562,0.085511386591886,-0.2568223,0.0652818125,-0.1009087836562,0.1009087836562,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta10",0,-0.0094063039011,0.0675117532989837,-0.14438195,0.117800425,-0.0094063039011,0.0094063039011,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta11",0,0.005019147991,0.0684995571669948,-0.13060605,0.138090125,0.005019147991,0.005019147991,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta12",0,0.0107123436109,0.0780958559124583,-0.1438044,0.154573825,0.0107123436109,0.0107123436109,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta13",0,0.071185424176,0.0681552045209376,-0.0631786,0.2084051,0.071185424176,0.071185424176,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta14",0,-0.067611999015,0.0667593129722534,-0.193779375,0.059205745,-0.067611999015,0.067611999015,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta15",0,0.070214341771,0.0870440459146689,-0.094882845,0.25190495,0.070214341771,0.070214341771,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta16",0,0.02308439969,0.0789381019438151,-0.1340949,0.17520425,0.02308439969,0.02308439969,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta17",0,-0.051854078582,0.0609531916251042,-0.172680875,0.06883542,-0.051854078582,0.051854078582,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta18",0,0.0704932114306,0.0704856292928762,-0.0650973,0.206050275,0.0704932114306,0.0704932114306,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta19",0,0.009451441703,0.0733101324348286,-0.131531975,0.15252,0.009451441703,0.009451441703,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"beta20",0,-0.0229256185738,0.0817690755266574,-0.194391975,0.13387925,-0.0229256185738,0.0229256185738,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,42,"eta",1.6,2.02262596,0.254366879813045,1.53499525,2.546316,0.42262596,0.42262596,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta1",1,1.029816776,0.076748102769766,0.8844306,1.18226075,0.0298167760000001,0.0298167760000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta2",2,2.16214077,0.113131055820664,1.9394825,2.38793175,0.16214077,0.16214077,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta3",3,3.25851346,0.139847040732473,2.977709,3.51211475,0.25851346,0.25851346,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta4",-4,-4.31574199,0.165883772846031,-4.619575,-3.98543,-0.31574199,0.31574199,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta5",-5,-5.17362164,0.200807813700447,-5.54295725,-4.76637625,-0.17362164,0.17362164,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta6",0,-0.0076954707698,0.0602754348019791,-0.12500545,0.109281325,-0.0076954707698,0.0076954707698,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta7",0,0.014691763371,0.0677014693655483,-0.11407525,0.1435718,0.014691763371,0.014691763371,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta8",0,0.0567842326174,0.05832857548675,-0.0622536975,0.16627355,0.0567842326174,0.0567842326174,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta9",0,-0.015729810877,0.0837341863866689,-0.17287225,0.145342625,-0.015729810877,0.015729810877,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta10",0,0.022610863703,0.0765321563182702,-0.131024675,0.16632945,0.022610863703,0.022610863703,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta11",0,-0.0163198425384,0.0718050314710624,-0.1594153,0.1284165,-0.0163198425384,0.0163198425384,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta12",0,-0.021799258645,0.0821369475181325,-0.183092,0.131747775,-0.021799258645,0.021799258645,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta13",0,0.044241928677,0.0677292764157266,-0.089967715,0.1806486,0.044241928677,0.044241928677,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta14",0,-0.0454885879731,0.0689028358383282,-0.174424975,0.0864241699999999,-0.0454885879731,0.0454885879731,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta15",0,-0.0619215152609,0.0776271772641741,-0.209644075,0.0951590725,-0.0619215152609,0.0619215152609,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta16",0,-0.0060924568596,0.0771127756107755,-0.15704965,0.143254125,-0.0060924568596,0.0060924568596,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta17",0,0.0696597610213,0.0681464408154039,-0.0611941175,0.20797115,0.0696597610213,0.0696597610213,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta18",0,0.080273888447,0.0721506199861671,-0.063432965,0.222413075,0.080273888447,0.080273888447,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta19",0,-0.129784379768,0.0718508258687209,-0.26168565,0.0107262125,-0.129784379768,0.129784379768,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"beta20",0,-0.0377149173973,0.0728602220786117,-0.187805875,0.098392705,-0.0377149173973,0.0377149173973,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,43,"eta",1.6,1.689789288,0.29332152274938,1.136443,2.31564475,0.089789288,0.089789288,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta1",1,0.937835597,0.0676267691472681,0.809524425,1.07238575,-0.062164403,0.062164403,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta2",2,2.06408039,0.10497680833611,1.85878525,2.27654775,0.06408039,0.06408039,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta3",3,3.0217516,0.128856002859443,2.766146,3.2543745,0.0217516,0.0217516,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta4",-4,-4.17238422,0.163007286492479,-4.4754785,-3.8496295,-0.17238422,0.17238422,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta5",-5,-5.153921,0.195021916401919,-5.5138235,-4.75950425,-0.153921,0.153921,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta6",0,-0.083838554351,0.0635050313514682,-0.212214275,0.0371958,-0.083838554351,0.083838554351,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta7",0,0.080312300458,0.0671528557910075,-0.048408645,0.2049068,0.080312300458,0.080312300458,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta8",0,0.0989301690941,0.0637639634938998,-0.03113742,0.219182825,0.0989301690941,0.0989301690941,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta9",0,0.063901115157,0.0865302701003916,-0.09597122,0.2292165,0.063901115157,0.063901115157,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta10",0,-0.018751688341,0.0700895161565605,-0.157053675,0.112346825,-0.018751688341,0.018751688341,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta11",0,-0.0236832518621,0.0690087991505329,-0.1579691,0.11387345,-0.0236832518621,0.0236832518621,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta12",0,-0.006321272819,0.0776181326577628,-0.1603933,0.13587535,-0.006321272819,0.006321272819,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta13",0,0.0996967982,0.0699088748693264,-0.036331055,0.241477125,0.0996967982,0.0996967982,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta14",0,-0.0153731921105,0.0679466978159385,-0.1426457,0.116259175,-0.0153731921105,0.0153731921105,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta15",0,0.0586558360247,0.0754920667861899,-0.080686455,0.209649425,0.0586558360247,0.0586558360247,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta16",0,-0.0547381009063,0.0808290250537502,-0.21148585,0.1023043,-0.0547381009063,0.0547381009063,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta17",0,-0.017636465138,0.0611385863406657,-0.138004875,0.1064983,-0.017636465138,0.017636465138,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta18",0,-0.02161015667866,0.0715152636695766,-0.165270725,0.1197214,-0.02161015667866,0.02161015667866,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta19",0,0.013171474264,0.0757782974648694,-0.128714025,0.1655466,0.013171474264,0.013171474264,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"beta20",0,0.07556154198,0.0819707854184655,-0.09494649,0.229384525,0.07556154198,0.07556154198,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,44,"eta",1.6,1.75743703,0.253881802924383,1.290721,2.3067435,0.15743703,0.15743703,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta1",1,0.965524737,0.0882772491329352,0.79755295,1.14147975,-0.034475263,0.034475263,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta2",2,1.94618152,0.103705987989288,1.7437275,2.15468975,-0.0538184799999999,0.0538184799999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta3",3,2.9750142,0.134915557757751,2.7056775,3.2205425,-0.0249858000000001,0.0249858000000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta4",-4,-4.04587634,0.15995391919697,-4.3388535,-3.7297715,-0.0458763400000004,0.0458763400000004,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta5",-5,-5.08160039,0.192249688319661,-5.44011525,-4.69858925,-0.0816003900000002,0.0816003900000002,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta6",0,0.0526802291887,0.0609564984811423,-0.06776706,0.17043295,0.0526802291887,0.0526802291887,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta7",0,0.0415566729295,0.0736150538339524,-0.10250885,0.177980575,0.0415566729295,0.0415566729295,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta8",0,0.01794465170337,0.0688251262397741,-0.124373525,0.1475729,0.01794465170337,0.01794465170337,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta9",0,0.027881650942,0.0748505285410662,-0.11066785,0.1746888,0.027881650942,0.027881650942,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta10",0,-0.002630936157,0.0717418295941313,-0.143620075,0.12995045,-0.002630936157,0.002630936157,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta11",0,-0.089479509036,0.0739426290110711,-0.2309185,0.0634714424999999,-0.089479509036,0.089479509036,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta12",0,-0.0038105537821,0.0759813099796933,-0.1525756,0.1376661,-0.0038105537821,0.0038105537821,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta13",0,-0.106068483228,0.068083756630828,-0.2508888,0.0261390125,-0.106068483228,0.106068483228,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta14",0,0.1186626441022,0.0766371861166744,-0.02489523,0.266872075,0.1186626441022,0.1186626441022,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta15",0,-0.0738488815916,0.0779583688993951,-0.2154785,0.0862272625,-0.0738488815916,0.0738488815916,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta16",0,-0.009898112303,0.0831232491478206,-0.1805674,0.15058315,-0.009898112303,0.009898112303,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta17",0,-0.0754271711148,0.063220823991241,-0.202611,0.060755325,-0.0754271711148,0.0754271711148,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta18",0,0.029065696341,0.0740857896710867,-0.11062355,0.170707975,0.029065696341,0.029065696341,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta19",0,-0.102410626028,0.0732578380261452,-0.2422998,0.0413555224999999,-0.102410626028,0.102410626028,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"beta20",0,0.17511979175,0.0730130909404023,0.033755245,0.309416925,0.17511979175,0.17511979175,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,45,"eta",1.6,1.592526032,0.254983077769129,1.1227955,2.1279525,-0.007473968,0.007473968,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta1",1,1.005127451,0.0705378153301416,0.870949475,1.14386,0.00512745099999989,0.00512745099999989,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta2",2,2.16954438,0.0895856609523191,1.99427975,2.3434815,0.16954438,0.16954438,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta3",3,3.1408474,0.122212829184408,2.89964575,3.36636875,0.1408474,0.1408474,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta4",-4,-4.16099785,0.162955979586392,-4.46015125,-3.82441475,-0.16099785,0.16099785,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta5",-5,-5.24829681,0.20372923851217,-5.64491975,-4.84258625,-0.24829681,0.24829681,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta6",0,0.02556318346509,0.0620766931719994,-0.103369225,0.145908575,0.02556318346509,0.02556318346509,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta7",0,-0.129453710628,0.0659681775516281,-0.25807565,-0.00241829625000004,-0.129453710628,0.129453710628,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta8",0,0.005394895862,0.0594734584199235,-0.115750825,0.12241935,0.005394895862,0.005394895862,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta9",0,0.00973681637184,0.0746608187208812,-0.1330535,0.155608775,0.00973681637184,0.00973681637184,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta10",0,0.031452202468,0.0763628799881172,-0.1206387,0.170933725,0.031452202468,0.031452202468,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta11",0,0.0578350096147,0.0727469809739897,-0.0897918025,0.19723225,0.0578350096147,0.0578350096147,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta12",0,0.107225423517,0.0644637483420294,-0.02056227,0.2347258,0.107225423517,0.107225423517,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta13",0,0.033335016153,0.0628312382072183,-0.0868486675,0.1614757,0.033335016153,0.033335016153,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta14",0,0.105011224716,0.0642824339020679,-0.012337825,0.228220325,0.105011224716,0.105011224716,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta15",0,0.0056879175217,0.075513869774514,-0.138771125,0.15513255,0.0056879175217,0.0056879175217,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta16",0,-0.0941304630024,0.0660383770150425,-0.229654375,0.0361749925,-0.0941304630024,0.0941304630024,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta17",0,0.013723267444,0.0798123927425856,-0.13831975,0.17036765,0.013723267444,0.013723267444,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta18",0,-0.00926263418549,0.0672515400157628,-0.1481709,0.120808,-0.00926263418549,0.00926263418549,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta19",0,0.0175270923629,0.0610385889645234,-0.100572475,0.13667275,0.0175270923629,0.0175270923629,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"beta20",0,0.0313679795954,0.0779257660131948,-0.1241038,0.177127725,0.0313679795954,0.0313679795954,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,46,"eta",1.6,1.91957181,0.288597029059562,1.37094725,2.52751225,0.31957181,0.31957181,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta1",1,0.9567855,0.0760453050506358,0.812730975,1.10782975,-0.0432145,0.0432145,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta2",2,2.04468821,0.111757919849759,1.82396,2.2692715,0.0446882099999999,0.0446882099999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta3",3,3.1713704,0.13778865010202,2.894731,3.421015,0.1713704,0.1713704,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta4",-4,-4.21808383,0.162891199533052,-4.51649275,-3.89762175,-0.21808383,0.21808383,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta5",-5,-5.27524674,0.201628065071301,-5.65381975,-4.87093925,-0.27524674,0.27524674,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta6",0,0.0492426232296,0.0631907113286632,-0.0740562225,0.1722307,0.0492426232296,0.0492426232296,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta7",0,-0.043628291117,0.0688081567947182,-0.177433575,0.08536468,-0.043628291117,0.043628291117,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta8",0,0.1094867308307,0.0575854346738567,-0.00999493675,0.2187391,0.1094867308307,0.1094867308307,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta9",0,0.010378374198,0.0844331264732832,-0.145195775,0.173335375,0.010378374198,0.010378374198,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta10",0,0.081190361986,0.0706691117242353,-0.063171355,0.21636605,0.081190361986,0.081190361986,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta11",0,-0.1116125222484,0.0737627759080349,-0.261262225,0.0344270475,-0.1116125222484,0.1116125222484,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta12",0,-0.015507380077,0.0823245160041028,-0.177759475,0.1338347,-0.015507380077,0.015507380077,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta13",0,-0.1311746464405,0.0711110654509173,-0.2713058,0.00825165424999996,-0.1311746464405,0.1311746464405,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,47,"beta14",0,0.035579894336,0.0687033294923075,-0.0955356925,0.167684675,0.035579894336,0.035579894336,TRUE
