"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta2",2,2.11891785,0.234710559264187,1.6525615,2.5892695,0.11891785,0.11891785,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta3",3,3.45879509,0.339847034713849,2.794301,4.1455355,0.45879509,0.45879509,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta4",-4,-5.0442151,0.465317481585701,-5.974377,-4.10760875,-1.0442151,1.0442151,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta5",-5,-5.90679471,0.51452276724488,-6.89305625,-4.89959725,-0.90679471,0.90679471,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta6",0,0.4393081599,0.19123935447565,0.0547589725,0.80037075,0.4393081599,0.4393081599,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta7",0,0.181729423357,0.189453740396026,-0.191231925,0.543319025,0.181729423357,0.181729423357,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta8",0,0.1645851000931,0.174056112526179,-0.17451715,0.524527025,0.1645851000931,0.1645851000931,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta9",0,0.193140628547,0.178438667720727,-0.17040435,0.5437691,0.193140628547,0.193140628547,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta10",0,-0.085905254581,0.159757345052539,-0.394892675,0.23255735,-0.085905254581,0.085905254581,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta11",0,0.071559717667,0.195063752944134,-0.311615225,0.4555998,0.071559717667,0.071559717667,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta12",0,0.185224877928,0.200985966560034,-0.232025375,0.587199425,0.185224877928,0.185224877928,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta13",0,-0.097940949502,0.179517485666504,-0.439878425,0.253648475,-0.097940949502,0.097940949502,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta14",0,0.007552561521,0.17394885808896,-0.3309664,0.3433924,0.007552561521,0.007552561521,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta15",0,-0.0160883252008,0.180225709706506,-0.368100625,0.34694565,-0.0160883252008,0.0160883252008,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta16",0,-0.0494433530587,0.155162821611195,-0.332883875,0.26371575,-0.0494433530587,0.0494433530587,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta17",0,0.0516677108,0.190328696739372,-0.3051074,0.43814625,0.0516677108,0.0516677108,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta18",0,0.439372556782,0.186803083397548,0.07439539,0.798910125,0.439372556782,0.439372556782,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta19",0,-0.189216286495,0.177901012957414,-0.5532869,0.14812685,-0.189216286495,0.189216286495,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta20",0,0.034327884787,0.18616590758143,-0.33867215,0.39916645,0.034327884787,0.034327884787,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"eta",1.6,1.955308967,0.350951728347601,1.36042925,2.6698335,0.355308967,0.355308967,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta1",1,1.157903196,0.18613121967307,0.81509575,1.54953325,0.157903196,0.157903196,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta2",2,2.77484222,0.27855189847534,2.22093625,3.333282,0.77484222,0.77484222,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta3",3,3.60161338,0.339952907391921,2.9482865,4.30658775,0.60161338,0.60161338,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta4",-4,-4.47373054,0.415223642158917,-5.307063,-3.639042,-0.47373054,0.47373054,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta5",-5,-6.19711844,0.527909850631299,-7.18462,-5.137491,-1.19711844,1.19711844,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta6",0,-0.16229306471,0.186070024521849,-0.5450334,0.173172925,-0.16229306471,0.16229306471,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta7",0,0.226578559068,0.188571870717473,-0.124122175,0.584005025,0.226578559068,0.226578559068,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta8",0,-0.242084585887,0.158475912130239,-0.5504541,0.0745136699999999,-0.242084585887,0.242084585887,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta9",0,-0.08119153429,0.177240330255265,-0.4375099,0.26695185,-0.08119153429,0.08119153429,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta10",0,0.35933098153,0.155158910867511,0.038379515,0.656002175,0.35933098153,0.35933098153,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta11",0,-0.114451789953,0.171201062666763,-0.429731025,0.21880645,-0.114451789953,0.114451789953,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta12",0,0.0458064128209,0.175897860037362,-0.31703005,0.394817725,0.0458064128209,0.0458064128209,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta13",0,-0.0231851914422,0.19159787636222,-0.375362325,0.363575525,-0.0231851914422,0.0231851914422,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta14",0,-0.15713362055761,0.167108971285202,-0.494076825,0.168224325,-0.15713362055761,0.15713362055761,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta15",0,-0.078653883307,0.166803146794304,-0.4157286,0.232850825,-0.078653883307,0.078653883307,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta16",0,0.119898792357949,0.158204851741935,-0.180933275,0.4530612,0.119898792357949,0.119898792357949,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta17",0,-0.277161662598,0.186493896485109,-0.633747475,0.10739165,-0.277161662598,0.277161662598,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta18",0,-0.1503291819434,0.194685272818084,-0.528083975,0.225579975,-0.1503291819434,0.1503291819434,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta19",0,0.303125229858,0.176866286876999,-0.0480038475,0.63300255,0.303125229858,0.303125229858,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"beta20",0,0.146086652779,0.167605398719938,-0.1832434,0.4760969,0.146086652779,0.146086652779,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",3,3,"eta",1.6,1.974546844,0.33703114924521,1.390157,2.667707,0.374546844,0.374546844,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta1",1,1.243292326,0.178456360738029,0.914620225,1.61877075,0.243292326,0.243292326,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta2",2,2.09588701,0.224659564299388,1.6455185,2.55055875,0.0958870100000002,0.0958870100000002,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta3",3,2.78229051,0.275753415705977,2.2448235,3.34856675,-0.21770949,0.21770949,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta4",-4,-4.25622287,0.376670664741416,-5.036846,-3.5048295,-0.25622287,0.25622287,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta5",-5,-5.08399377,0.460578096889574,-5.9552455,-4.201267,-0.0839937700000002,0.0839937700000002,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta6",0,-0.076533488747,0.162699548660098,-0.41162,0.227509875,-0.076533488747,0.076533488747,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta7",0,-0.1561027184348,0.181191689607701,-0.507477975,0.2024972,-0.1561027184348,0.1561027184348,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta8",0,-0.068430897414,0.166037495917243,-0.401843125,0.26397725,-0.068430897414,0.068430897414,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta9",0,0.123238961103,0.165176139716815,-0.216338325,0.447355625,0.123238961103,0.123238961103,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta10",0,-0.051640103953,0.127386525198834,-0.300382625,0.206776975,-0.051640103953,0.051640103953,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta11",0,0.203613139936,0.161645914580461,-0.108810275,0.5292472,0.203613139936,0.203613139936,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta12",0,-0.0107964676937,0.169724413010348,-0.361114325,0.340539025,-0.0107964676937,0.0107964676937,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta13",0,-0.091973763163,0.169463210414895,-0.39914275,0.240069175,-0.091973763163,0.091973763163,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta14",0,0.179121459729,0.156730793734955,-0.13368635,0.477909,0.179121459729,0.179121459729,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta15",0,-0.065293162786,0.154128999419755,-0.372990125,0.22744125,-0.065293162786,0.065293162786,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta16",0,-0.075101962924,0.148226516773103,-0.34582835,0.21137085,-0.075101962924,0.075101962924,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta17",0,-0.061247979431,0.171165333407772,-0.39093625,0.27835455,-0.061247979431,0.061247979431,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta18",0,0.301585633439,0.174963060483211,-0.02416727,0.643868575,0.301585633439,0.301585633439,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta19",0,-0.01401175283,0.157492223960937,-0.316508625,0.276727875,-0.01401175283,0.01401175283,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"beta20",0,0.0824128179119,0.154013547379197,-0.212030475,0.382798925,0.0824128179119,0.0824128179119,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",4,5,"eta",1.6,1.403768929,0.339308917959261,0.8403406,2.127146,-0.196231071,0.196231071,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta1",1,0.951619253,0.162209587275108,0.65286995,1.29291525,-0.0483807469999999,0.0483807469999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta2",2,1.98179999,0.2194412554724,1.54553575,2.4218145,-0.0182000099999999,0.0182000099999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta3",3,3.09864021,0.302358538072602,2.50390625,3.69153,0.0986402100000001,0.0986402100000001,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta4",-4,-4.34953118,0.400548519086202,-5.132672,-3.5353515,-0.34953118,0.34953118,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta5",-5,-5.16807889,0.456456254406328,-6.05193125,-4.264513,-0.16807889,0.16807889,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta6",0,-0.025030140233,0.148676128232712,-0.33030145,0.253856125,-0.025030140233,0.025030140233,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta7",0,0.0128040021739,0.183277848944613,-0.337010575,0.372767975,0.0128040021739,0.0128040021739,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta8",0,-0.119002504493,0.168477942495086,-0.441989625,0.23257205,-0.119002504493,0.119002504493,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta9",0,-0.0830469698687,0.174532679217273,-0.43533875,0.26407545,-0.0830469698687,0.0830469698687,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta10",0,-0.226534516976,0.141694988308775,-0.507921325,0.0592476075,-0.226534516976,0.226534516976,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta11",0,0.227097946078,0.166191652607468,-0.0904256075,0.5373326,0.227097946078,0.227097946078,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta12",0,0.221001876471,0.16769410970623,-0.1132934,0.55373715,0.221001876471,0.221001876471,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta13",0,-0.031729634326,0.164280314126741,-0.343453075,0.306030975,-0.031729634326,0.031729634326,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta14",0,0.0178919052423,0.169829960478182,-0.317786825,0.3451947,0.0178919052423,0.0178919052423,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta15",0,-0.258072840461,0.165880106425035,-0.57864415,0.079105835,-0.258072840461,0.258072840461,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta16",0,0.12313069029,0.169494725879022,-0.199364975,0.4649644,0.12313069029,0.12313069029,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta17",0,-0.049014807733,0.180385862606128,-0.379944375,0.3142847,-0.049014807733,0.049014807733,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta18",0,-0.24172282911,0.183181572714004,-0.60549565,0.132941225,-0.24172282911,0.24172282911,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta19",0,-0.162435310498,0.15229336056601,-0.47228735,0.128115575,-0.162435310498,0.162435310498,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"beta20",0,0.13799703204,0.156067518676614,-0.1669856,0.454236625,0.13799703204,0.13799703204,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",5,6,"eta",1.6,1.65178953,0.325089012297665,1.10588,2.34830325,0.05178953,0.05178953,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta1",1,1.329322317,0.18643536749304,0.9859045,1.7214435,0.329322317,0.329322317,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta2",2,2.41620589,0.263347844856567,1.9021145,2.94203925,0.41620589,0.41620589,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta3",3,3.56315378,0.3475581090596,2.89513975,4.28660925,0.56315378,0.56315378,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta4",-4,-4.7248232,0.427793972842489,-5.58653825,-3.863679,-0.7248232,0.7248232,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta5",-5,-6.06413385,0.541123294427665,-7.068185,-4.9963095,-1.06413385,1.06413385,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta6",0,-0.122976374471,0.179176605213471,-0.4935629,0.20201285,-0.122976374471,0.122976374471,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta7",0,0.087202138486,0.198926394014945,-0.31705385,0.47220665,0.087202138486,0.087202138486,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta8",0,-0.045935904629,0.170446217366788,-0.37043195,0.2917294,-0.045935904629,0.045935904629,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta9",0,-0.42109521158,0.186044000045932,-0.8014391,-0.0594773150000001,-0.42109521158,0.42109521158,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta10",0,0.275826171124,0.17111585135472,-0.0599413525,0.607968825,0.275826171124,0.275826171124,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta11",0,-0.376281524481,0.175132490300916,-0.7214553,-0.03988175,-0.376281524481,0.376281524481,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta12",0,0.3402316971698,0.182980806603434,-0.0138119175,0.6917266,0.3402316971698,0.3402316971698,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta13",0,-0.039086818511,0.173026856391312,-0.347897225,0.3039515,-0.039086818511,0.039086818511,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta14",0,-0.00215066077300001,0.175589287582449,-0.355065225,0.3298677,-0.00215066077300001,0.00215066077300001,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta15",0,-0.076721058532,0.180785729823382,-0.4387212,0.273051425,-0.076721058532,0.076721058532,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta16",0,0.174313225761,0.159579313433643,-0.13319515,0.48574555,0.174313225761,0.174313225761,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta17",0,0.099370918777,0.187697674735395,-0.26003025,0.4804955,0.099370918777,0.099370918777,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta18",0,0.48402597172,0.183178065010266,0.116602075,0.837842225,0.48402597172,0.48402597172,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta19",0,-0.41239826081,0.183204516708169,-0.779417075,-0.0568703325000001,-0.41239826081,0.41239826081,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"beta20",0,0.240696589187,0.166865443478223,-0.080677755,0.562673075,0.240696589187,0.240696589187,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",6,5,"eta",1.6,2.34311757,0.367815723045542,1.70080325,3.1264295,0.74311757,0.74311757,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta1",1,0.988610054,0.187383000745723,0.64351575,1.38268375,-0.011389946,0.011389946,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta2",2,2.2938475,0.236523112857212,1.822669,2.7673615,0.2938475,0.2938475,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta3",3,3.31100077,0.325499072089673,2.65020075,3.951441,0.31100077,0.31100077,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta4",-4,-4.55572452,0.407311613971964,-5.359505,-3.73579,-0.55572452,0.55572452,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta5",-5,-5.37141201,0.480955431681277,-6.2877945,-4.41875725,-0.37141201,0.37141201,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta6",0,0.124365372383,0.175452250698655,-0.231232875,0.453636075,0.124365372383,0.124365372383,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta7",0,-0.040229317858,0.193356136140823,-0.427843625,0.33738365,-0.040229317858,0.040229317858,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta8",0,0.030730924851,0.161957837667417,-0.286023025,0.3651996,0.030730924851,0.030730924851,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta9",0,0.27434574591,0.188389380213602,-0.116969675,0.626900225,0.27434574591,0.27434574591,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta10",0,-0.023690382796,0.158570791293895,-0.321952175,0.298510225,-0.023690382796,0.023690382796,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta11",0,-0.114044789526,0.159590056896889,-0.424775575,0.20364165,-0.114044789526,0.114044789526,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",7,5,"beta12",0,0.21923695411,0.196084675644757,-0.18407705,0.6163348,0.21923695411,0.21923695411,TRUE
