"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta8",0,-0.3115614316508,0.156800431604444,-0.614830175,0.00848795249999994,-0.3115614316508,0.3115614316508,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta9",0,0.22737725102,0.173839576258392,-0.134144575,0.55571575,0.22737725102,0.22737725102,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta10",0,0.027301051949,0.140908536592652,-0.2451702,0.316053925,0.027301051949,0.027301051949,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta11",0,-0.5131144353,0.165513667929001,-0.8303047,-0.199338275,-0.5131144353,0.5131144353,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta12",0,-0.1505703489935,0.167279048787901,-0.481177925,0.171770575,-0.1505703489935,0.1505703489935,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta13",0,-0.29547330979,0.179166809974849,-0.61613835,0.0615400025,-0.29547330979,0.29547330979,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta14",0,-0.107409441465,0.163402046241259,-0.41594735,0.1990622,-0.107409441465,0.107409441465,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta15",0,-0.046434895565,0.164949912354434,-0.37237395,0.26804595,-0.046434895565,0.046434895565,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta16",0,-0.2244376146052,0.145535465058418,-0.4976587,0.0716149024999999,-0.2244376146052,0.2244376146052,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta17",0,0.17242712055,0.174694532715261,-0.150213,0.524872375,0.17242712055,0.17242712055,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta18",0,0.108530851413,0.172483433704674,-0.2381491,0.44722405,0.108530851413,0.108530851413,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta19",0,0.17727393168,0.158631898561385,-0.1541315,0.47545345,0.17727393168,0.17727393168,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"beta20",0,0.1081593491177,0.154439453906669,-0.19869765,0.4072181,0.1081593491177,0.1081593491177,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",147,6,"eta",1.6,1.799267064,0.340973180740524,1.2213855,2.525516,0.199267064,0.199267064,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta1",1,1.327844196,0.208923765721185,0.9430585,1.767431,0.327844196,0.327844196,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta2",2,2.434748,0.26575278670268,1.901127,2.973527,0.434748,0.434748,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta3",3,3.27390364,0.32725380158495,2.6334495,3.93395475,0.27390364,0.27390364,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta4",-4,-4.82750383,0.429518988300333,-5.69679375,-3.97346725,-0.82750383,0.82750383,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta5",-5,-5.83909256,0.516195167597196,-6.7958255,-4.81356625,-0.83909256,0.83909256,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta6",0,0.0653100131481,0.181356286391181,-0.293103575,0.400956125,0.0653100131481,0.0653100131481,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta7",0,0.25673424856,0.192600265195789,-0.12950915,0.628634825,0.25673424856,0.25673424856,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta8",0,-0.064796787863,0.17601348823318,-0.4096506,0.287581875,-0.064796787863,0.064796787863,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta9",0,-0.0979072300196,0.189974235627562,-0.48040505,0.2822582,-0.0979072300196,0.0979072300196,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta10",0,-0.15391128112821,0.147374291533585,-0.444783625,0.135104775,-0.15391128112821,0.15391128112821,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta11",0,0.055549793137,0.178132768435184,-0.28565655,0.393792275,0.055549793137,0.055549793137,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta12",0,-0.101521931503,0.168055224915722,-0.442194125,0.2380446,-0.101521931503,0.101521931503,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta13",0,-0.2552420516617,0.175996182741378,-0.5789793,0.1062487,-0.2552420516617,0.2552420516617,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta14",0,-0.143263869728,0.162393247318016,-0.474732175,0.1650339,-0.143263869728,0.143263869728,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta15",0,-0.38237807933,0.17353392786892,-0.721593675,-0.0434477625,-0.38237807933,0.38237807933,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta16",0,-0.039027840414,0.167843663140216,-0.3587885,0.290257625,-0.039027840414,0.039027840414,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta17",0,0.1535964837981,0.193179762563196,-0.19985295,0.54934895,0.1535964837981,0.1535964837981,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta18",0,-0.033271810867,0.186405745324202,-0.39889145,0.3249235,-0.033271810867,0.033271810867,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta19",0,0.116125675901,0.176225059126233,-0.2362176,0.4562738,0.116125675901,0.116125675901,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"beta20",0,-0.203468914089,0.177496785395816,-0.54646795,0.15477595,-0.203468914089,0.203468914089,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",148,4,"eta",1.6,1.772176193,0.350977213223106,1.17657825,2.5176645,0.172176193,0.172176193,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta1",1,0.98393858,0.181962184632719,0.648809275,1.366792,-0.01606142,0.01606142,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta2",2,2.84204735,0.281474549619964,2.2916395,3.4044505,0.84204735,0.84204735,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta3",3,3.64449817,0.350970838394238,2.94600325,4.3546165,0.64449817,0.64449817,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta4",-4,-5.25112586,0.472843846964802,-6.17805325,-4.2819285,-1.25112586,1.25112586,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta5",-5,-6.13141228,0.52374549005634,-7.131685,-5.098187,-1.13141228,1.13141228,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta6",0,0.072027887526,0.1725742714547,-0.282397775,0.39638285,0.072027887526,0.072027887526,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta7",0,-0.311487633261,0.205625469403711,-0.7211254,0.10120325,-0.311487633261,0.311487633261,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta8",0,0.111921002485,0.166708609263299,-0.217184025,0.445469925,0.111921002485,0.111921002485,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta9",0,0.167664236894,0.187105637181572,-0.2071422,0.542733775,0.167664236894,0.167664236894,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta10",0,-0.067289239027,0.157638783909212,-0.37552895,0.2550795,-0.067289239027,0.067289239027,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta11",0,0.040545931568,0.18360638398862,-0.3177771,0.38809895,0.040545931568,0.040545931568,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta12",0,0.20073262234,0.196024894300346,-0.188080525,0.593250125,0.20073262234,0.20073262234,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta13",0,-0.28841581467,0.171496342920214,-0.60215225,0.0517479549999998,-0.28841581467,0.28841581467,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta14",0,-0.074496444297,0.179473836498914,-0.422044575,0.26023245,-0.074496444297,0.074496444297,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta15",0,-0.133897578662,0.188603024267201,-0.50076885,0.23397065,-0.133897578662,0.133897578662,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta16",0,-0.446803845935,0.160423099800084,-0.7366919,-0.120655475,-0.446803845935,0.446803845935,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta17",0,-0.27584385089,0.181203350408874,-0.617136175,0.0837313724999999,-0.27584385089,0.27584385089,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta18",0,0.143563565609,0.195446987380692,-0.24167875,0.520974475,0.143563565609,0.143563565609,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta19",0,0.27706401554,0.180607424183769,-0.08442775,0.622246175,0.27706401554,0.27706401554,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"beta20",0,0.2967647133058,0.18973517149948,-0.0798486725,0.659302625,0.2967647133058,0.2967647133058,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",149,2,"eta",1.6,2.72340154,0.374383458141727,2.03971875,3.46407675,1.12340154,1.12340154,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta1",1,1.057904888,0.18766471642202,0.71227345,1.452754,0.0579048879999999,0.0579048879999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta2",2,2.02324537,0.222238678297443,1.57696975,2.47264625,0.0232453700000002,0.0232453700000002,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta3",3,3.05586712,0.304547102405012,2.461853,3.67255025,0.0558671199999998,0.0558671199999998,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta4",-4,-4.51590108,0.404504225142076,-5.329589,-3.7098415,-0.51590108,0.51590108,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta5",-5,-5.02432543,0.448353616763688,-5.87442125,-4.15853425,-0.0243254300000002,0.0243254300000002,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta6",0,-0.1400686641696,0.15743791598658,-0.4655371,0.154418725,-0.1400686641696,0.1400686641696,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta7",0,0.161867653313,0.181783742636837,-0.2029059,0.50886135,0.161867653313,0.161867653313,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta8",0,-0.169214025133,0.151600446006469,-0.46973325,0.1402369,-0.169214025133,0.169214025133,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta9",0,0.0999464677017,0.172637480325805,-0.242848475,0.441309975,0.0999464677017,0.0999464677017,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta10",0,0.048363335831,0.145157474596832,-0.239056925,0.3377005,0.048363335831,0.048363335831,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta11",0,-0.16161015187,0.15698940198588,-0.46164305,0.14598115,-0.16161015187,0.16161015187,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta12",0,0.021831347614,0.165583016844005,-0.319266525,0.352342775,0.021831347614,0.021831347614,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta13",0,0.127723595606,0.155400621701941,-0.17640815,0.421026625,0.127723595606,0.127723595606,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta14",0,-0.158711384302,0.160206190078542,-0.47910695,0.13685105,-0.158711384302,0.158711384302,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta15",0,0.229833472264,0.166222783743573,-0.0809013325,0.57477655,0.229833472264,0.229833472264,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta16",0,0.21260113614,0.15386213373047,-0.088104935,0.516634475,0.21260113614,0.21260113614,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta17",0,-0.125016301141,0.190662831144603,-0.47790185,0.249986925,-0.125016301141,0.125016301141,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta18",0,0.0138329067165,0.176902940738057,-0.338473925,0.36796845,0.0138329067165,0.0138329067165,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta19",0,0.077475434306,0.17899877282402,-0.28597235,0.422120725,0.077475434306,0.077475434306,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"beta20",0,-0.0245432878426,0.167471348589693,-0.364892775,0.303806125,-0.0245432878426,0.0245432878426,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",150,5,"eta",1.6,1.627610776,0.340344217141499,1.04864575,2.36039975,0.0276107759999999,0.0276107759999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta1",1,0.863136105,0.172882386639328,0.544746975,1.22671875,-0.136863895,0.136863895,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta2",2,1.82050544,0.203673469507414,1.41248675,2.23252325,-0.17949456,0.17949456,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta3",3,3.10368966,0.307034205734761,2.4995605,3.7125815,0.10368966,0.10368966,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta4",-4,-3.93162984,0.352168968490044,-4.6229365,-3.207666,0.0683701600000002,0.0683701600000002,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta5",-5,-4.82130157,0.433430023732907,-5.643289,-3.95493575,0.17869843,0.17869843,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta6",0,-0.249647137069,0.156592666810081,-0.571052225,0.02896394,-0.249647137069,0.249647137069,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta7",0,0.172703136841,0.17576475309183,-0.182261,0.50550795,0.172703136841,0.172703136841,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta8",0,-0.00902346726,0.156456595482481,-0.303946975,0.303739575,-0.00902346726,0.00902346726,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta9",0,-0.073299604966,0.182065681978815,-0.436868725,0.29428035,-0.073299604966,0.073299604966,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta10",0,0.1601534770405,0.149336881474524,-0.129936575,0.4579045,0.1601534770405,0.1601534770405,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta11",0,-0.0953896935846,0.160799251164946,-0.399502225,0.22233805,-0.0953896935846,0.0953896935846,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta12",0,0.101218882738,0.183833249848094,-0.27338325,0.464598825,0.101218882738,0.101218882738,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta13",0,-0.06231423661311,0.143308079215802,-0.33849215,0.221387325,-0.06231423661311,0.06231423661311,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta14",0,0.065248966828,0.152942736626889,-0.249992175,0.3561398,0.065248966828,0.065248966828,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta15",0,-0.1634804740232,0.150565756500107,-0.47125225,0.11906005,-0.1634804740232,0.1634804740232,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta16",0,-0.190373713288,0.166570098976486,-0.4971755,0.149136,-0.190373713288,0.190373713288,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta17",0,-0.00163446085,0.171508736656632,-0.322089875,0.343267375,-0.00163446085,0.00163446085,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta18",0,0.168245447588,0.167338423088296,-0.173686275,0.48084055,0.168245447588,0.168245447588,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta19",0,0.155437296601,0.154233934310402,-0.161780025,0.45602955,0.155437296601,0.155437296601,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"beta20",0,0.031301945398,0.147849548158399,-0.264386675,0.315088175,0.031301945398,0.031301945398,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",151,6,"eta",1.6,1.576551348,0.311851478503706,1.024357,2.23572375,-0.0234486520000001,0.0234486520000001,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta1",1,1.194842617,0.178803470117922,0.86553095,1.571051,0.194842617,0.194842617,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta2",2,2.12122246,0.226326867371602,1.67022075,2.57638125,0.12122246,0.12122246,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta3",3,3.43872629,0.310606072953978,2.83821425,4.08202825,0.43872629,0.43872629,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta4",-4,-4.46224586,0.39846586875016,-5.25660825,-3.66865325,-0.46224586,0.46224586,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta5",-5,-5.49959896,0.476155369391251,-6.4013025,-4.56744525,-0.49959896,0.49959896,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta6",0,0.0674119430303,0.147696069987542,-0.235393275,0.34532025,0.0674119430303,0.0674119430303,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta7",0,0.051847105968,0.188841180576485,-0.332468625,0.4175878,0.051847105968,0.051847105968,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta8",0,-0.116986003701,0.156762031717917,-0.433659425,0.21054045,-0.116986003701,0.116986003701,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta9",0,-0.010712119345,0.158812926072663,-0.34131335,0.2921754,-0.010712119345,0.010712119345,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta10",0,-0.034645909423,0.157773632365154,-0.3571055,0.273410075,-0.034645909423,0.034645909423,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta11",0,-0.1300554537357,0.157440641067732,-0.424257325,0.179177725,-0.1300554537357,0.1300554537357,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta12",0,0.16784267907,0.172256690526731,-0.17152235,0.510916375,0.16784267907,0.16784267907,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta13",0,0.0549568234062,0.173232458171076,-0.27073735,0.4073471,0.0549568234062,0.0549568234062,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta14",0,-0.015936420457,0.154358266540295,-0.321247175,0.2662604,-0.015936420457,0.015936420457,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta15",0,0.23006318495,0.143749630609043,-0.057424875,0.5090318,0.23006318495,0.23006318495,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta16",0,0.10556645711726,0.135961522410146,-0.161369375,0.3752063,0.10556645711726,0.10556645711726,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta17",0,-0.124556214624,0.177403322257759,-0.4571777,0.217940925,-0.124556214624,0.124556214624,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta18",0,0.0684243507472,0.174993552302281,-0.268055075,0.3991293,0.0684243507472,0.0684243507472,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta19",0,-0.171054804907,0.14598046743963,-0.464626225,0.10358385,-0.171054804907,0.171054804907,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"beta20",0,0.132762437773,0.169837285763883,-0.1849107,0.4683116,0.132762437773,0.132762437773,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",152,3,"eta",1.6,2.19341515,0.350335359056694,1.57551275,2.92608975,0.59341515,0.59341515,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta1",1,1.08644828,0.18529176147004,0.745186475,1.476313,0.0864482799999999,0.0864482799999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta2",2,2.18393821,0.237548175777275,1.712075,2.658563,0.18393821,0.18393821,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta3",3,3.56806652,0.339048638488566,2.904425,4.26453225,0.56806652,0.56806652,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta4",-4,-4.45562214,0.401881097896464,-5.25423575,-3.6442135,-0.45562214,0.45562214,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta5",-5,-5.64970612,0.491266085133452,-6.58190675,-4.65847575,-0.64970612,0.64970612,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta6",0,-0.2223364783056,0.1718200307297,-0.56632665,0.0897715549999999,-0.2223364783056,0.2223364783056,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta7",0,0.104891834578,0.167907772190538,-0.21909015,0.422585225,0.104891834578,0.104891834578,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta8",0,-0.0602060798458,0.157505430356924,-0.3677602,0.249409675,-0.0602060798458,0.0602060798458,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta9",0,-0.0352693205933,0.166600782396418,-0.370612275,0.281970425,-0.0352693205933,0.0352693205933,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta10",0,-0.132830852382,0.143054440529079,-0.40744035,0.157664175,-0.132830852382,0.132830852382,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta11",0,0.06785822812617,0.165653726761251,-0.244325,0.38111855,0.06785822812617,0.06785822812617,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta12",0,0.0644839115538,0.170946142106115,-0.286804825,0.414049825,0.0644839115538,0.0644839115538,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta13",0,0.111266807674,0.166345401059164,-0.20638305,0.446486725,0.111266807674,0.111266807674,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta14",0,-0.018063898896,0.1558175484515,-0.325043725,0.2775984,-0.018063898896,0.018063898896,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta15",0,0.36120735829,0.161726101908967,0.043008245,0.668599575,0.36120735829,0.36120735829,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta16",0,-0.00100033668910001,0.14895261309694,-0.271636525,0.29093575,-0.00100033668910001,0.00100033668910001,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta17",0,0.121740456965,0.182406727870993,-0.21276255,0.47879585,0.121740456965,0.121740456965,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta18",0,0.1117502773342,0.190213567595768,-0.255194925,0.4860309,0.1117502773342,0.1117502773342,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta19",0,0.034673968544,0.148663636757481,-0.280394525,0.3247243,0.034673968544,0.034673968544,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"beta20",0,0.151386603406,0.162538681974933,-0.1658914,0.4709472,0.151386603406,0.151386603406,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",153,5,"eta",1.6,1.755569068,0.322344329331039,1.21169225,2.424001,0.155569068,0.155569068,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta1",1,1.640620684,0.210188658753551,1.2535025,2.08286175,0.640620684,0.640620684,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta2",2,2.0959784,0.238499771652969,1.61694125,2.5783695,0.0959783999999999,0.0959783999999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta3",3,3.55692265,0.350794631096149,2.87516525,4.268578,0.55692265,0.55692265,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta4",-4,-4.99990937,0.436828784859681,-5.87249,-4.141311,-0.99990937,0.99990937,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta5",-5,-6.28681616,0.546964551265798,-7.32766025,-5.2502375,-1.28681616,1.28681616,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta6",0,-0.114057048323,0.192575049012454,-0.502334675,0.23655045,-0.114057048323,0.114057048323,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta7",0,-0.001633621463,0.192808787540471,-0.3847765,0.367606225,-0.001633621463,0.001633621463,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta8",0,-0.2376573400489,0.190401140311545,-0.6028605,0.133839625,-0.2376573400489,0.2376573400489,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",154,5,"beta9",0,0.1795297233063,0.202368364271848,-0.220482875,0.59512715,0.1795297233063,0.1795297233063,TRUE
